Station,Month,Entries Month,Exits Month	
NEWKIRK AV,02,177904,119280	
NEWKIRK AV,03,124462,85447	
NEWKIRK AV,04,34958,28700	
NEWKIRK AV,05,40690,35561	
NEWKIRK AV,06,42421,36726	
NEWKIRK AV,07,58860,49957	
NEWKIRK AV,08,59068,53232	
NEWKIRK AV,09,75658,66116	
NEWKIRK AV,10,73840,63505	
NEWKIRK AV,11,49724,42563	
NEWKIRK PLAZA,01,270928,261077	
NEWKIRK PLAZA,02,226290,213626	
NEWKIRK PLAZA,03,153080,150572	
NEWKIRK PLAZA,04,31678,34603	
NEWKIRK PLAZA,05,39827,43753	
NEWKIRK PLAZA,06,61044,66761	
NEWKIRK PLAZA,07,82058,90662	
NEWKIRK PLAZA,08,87653,95297	
NEWKIRK PLAZA,09,114313,123752	
NEWKIRK PLAZA,10,91477,96401	
NEWKIRK PLAZA,11,68098,74591	
NORTHERN BLVD,01,167120,139060	
NORTHERN BLVD,02,160580,140112	
NORTHERN BLVD,03,99793,88631	
NORTHERN BLVD,04,16546,18926	
NORTHERN BLVD,05,23790,25889	
NORTHERN BLVD,06,39504,39934	
NORTHERN BLVD,07,45498,44160	
NORTHERN BLVD,08,57963,60638	
NORTHERN BLVD,09,73534,75111	
NORTHERN BLVD,10,68081,68074	
NORTHERN BLVD,11,47676,48652	
NORWOOD 205 ST,01,210873,161498	
NORWOOD 205 ST,02,213250,162152	
NORWOOD 205 ST,03,146660,117710	
NORWOOD 205 ST,04,37210,40217	
NORWOOD 205 ST,05,51058,56028	
NORWOOD 205 ST,06,51706,53961	
NORWOOD 205 ST,07,84053,88683	
NORWOOD 205 ST,08,83151,92272	
NORWOOD 205 ST,09,76809,79030	
NORWOOD 205 ST,10,95891,95375	
NORWOOD 205 ST,11,64643,62886	
NORWOOD AV,01,71483,80359	
NORWOOD AV,02,77322,86371	
NORWOOD AV,03,55823,64313	
NORWOOD AV,04,15181,22101	
NORWOOD AV,05,19109,29259	
NORWOOD AV,06,23802,37220	
NORWOOD AV,07,27911,42802	
NORWOOD AV,08,24992,43464	
NORWOOD AV,09,34383,52162	
NORWOOD AV,10,33902,48313	
NORWOOD AV,11,21798,31554	
NOSTRAND AV,01,438370,419423	
NOSTRAND AV,02,417247,396906	
NOSTRAND AV,03,208745,217113	
NOSTRAND AV,04,53899,90269	
NOSTRAND AV,05,66114,109839	
NOSTRAND AV,06,91001,144673	
NOSTRAND AV,07,104223,163146	
NOSTRAND AV,08,108930,173656	
NOSTRAND AV,09,159267,224026	
NOSTRAND AV,10,143517,205551	
NOSTRAND AV,11,95194,137382	
OCEAN PKWY,01,79397,30449	
OCEAN PKWY,02,69980,27748	
OCEAN PKWY,03,46840,20290	
OCEAN PKWY,04,11720,10287	
OCEAN PKWY,05,16574,16539	
OCEAN PKWY,06,25436,24440	
OCEAN PKWY,07,34521,29856	
OCEAN PKWY,08,34690,25850	
OCEAN PKWY,09,43872,29471	
OCEAN PKWY,10,30179,19022	
OCEAN PKWY,11,24736,16342	
ORCHARD BEACH,07,13,154	
ORCHARD BEACH,09,1,1	
OZONE PK LEFFRT,01,174798,144871	
OZONE PK LEFFRT,02,167563,136622	
OZONE PK LEFFRT,03,120954,101989	
OZONE PK LEFFRT,04,30314,32768	
OZONE PK LEFFRT,05,41403,43798	
OZONE PK LEFFRT,06,59880,60609	
OZONE PK LEFFRT,07,72520,73467	
OZONE PK LEFFRT,08,76003,78186	
OZONE PK LEFFRT,09,95119,93594	
OZONE PK LEFFRT,10,87006,83888	
OZONE PK LEFFRT,11,44232,43262	
PARK PLACE,01,60566,54611	
PARK PLACE,02,50199,45833	
PARK PLACE,03,30164,29148	
PARK PLACE,04,4080,5432	
PARK PLACE,05,4625,6307	
PARK PLACE,06,7417,9302	
PARK PLACE,07,10926,12904	
PARK PLACE,08,12004,14448	
PARK PLACE,09,14030,17268	
PARK PLACE,10,13634,17079	
PARK PLACE,11,9197,11962	
PARKCHESTER,01,342446,375681	
PARKCHESTER,02,339185,366181	
PARKCHESTER,03,245679,274149	
PARKCHESTER,04,58883,71997	
PARKCHESTER,05,74969,91673	
PARKCHESTER,06,102238,137394	
PARKCHESTER,07,119985,155191	
PARKCHESTER,08,135705,174835	
PARKCHESTER,09,171397,213051	
PARKCHESTER,10,153333,186426	
PARKCHESTER,11,102952,113371	
PARKSIDE AV,01,166908,117377	
PARKSIDE AV,02,133595,91649	
PARKSIDE AV,03,93282,72210	
PARKSIDE AV,04,24276,26565	
PARKSIDE AV,05,30128,32926	
PARKSIDE AV,06,42791,42033	
PARKSIDE AV,07,54788,52783	
PARKSIDE AV,08,57951,56283	
PARKSIDE AV,09,72224,67981	
PARKSIDE AV,10,64788,60645	
PARKSIDE AV,11,40744,39420	
PARSONS BLVD,01,171354,168860	
PARSONS BLVD,02,162338,160851	
PARSONS BLVD,03,109447,115735	
PARSONS BLVD,04,20789,27699	
PARSONS BLVD,05,30179,35308	
PARSONS BLVD,06,47011,54918	
PARSONS BLVD,07,60325,66866	
PARSONS BLVD,08,41338,47784	
PARSONS BLVD,09,116254,111064	
PARSONS BLVD,10,149928,127105	
PARSONS BLVD,11,63616,67309	
PATH NEW WTC,03,107881,38600	
PATH NEW WTC,04,56675,21015	
PATH NEW WTC,05,200666,184703	
PATH NEW WTC,09,93781,46854	
PATH NEW WTC,11,160223,223032	
PATH WTC 2,01,123303,212654	
PATH WTC 2,02,12309,48741	
PATH WTC 2,03,145695,134317	
PATH WTC 2,04,341498,235885	
PATH WTC 2,05,224233,174212	
PATH WTC 2,06,312580,245421	
PATH WTC 2,07,348650,298289	
PATH WTC 2,08,288433,253891	
PATH WTC 2,09,327682,331031	
PATH WTC 2,10,43770,113401	
PATH WTC 2,11,31295,85117	
PAVONIA/NEWPORT,01,119198,122962	
PAVONIA/NEWPORT,02,72130,72488	
PAVONIA/NEWPORT,03,124611,160768	
PAVONIA/NEWPORT,04,33595,80812	
PAVONIA/NEWPORT,05,52341,73554	
PAVONIA/NEWPORT,06,14524,18984	
PAVONIA/NEWPORT,07,155943,259370	
PAVONIA/NEWPORT,08,214869,332015	
PAVONIA/NEWPORT,09,78003,101515	
PAVONIA/NEWPORT,10,105220,115504	
PAVONIA/NEWPORT,11,171374,202730	
PELHAM BAY PARK,01,175834,101116	
PELHAM BAY PARK,02,166517,94992	
PELHAM BAY PARK,03,115821,74089	
PELHAM BAY PARK,04,30711,27969	
PELHAM BAY PARK,05,32665,32065	
PELHAM BAY PARK,06,47874,46691	
PELHAM BAY PARK,07,61839,58448	
PELHAM BAY PARK,08,62654,58388	
PELHAM BAY PARK,09,75397,62750	
PELHAM BAY PARK,10,74338,61415	
PELHAM BAY PARK,11,48355,39170	
PELHAM PKWY,01,186944,99540	
PELHAM PKWY,02,162204,84167	
PELHAM PKWY,03,99322,57059	
PELHAM PKWY,04,27838,22855	
PELHAM PKWY,05,34569,27273	
PELHAM PKWY,06,42576,33489	
PELHAM PKWY,07,44404,38175	
PELHAM PKWY,08,53379,40810	
PELHAM PKWY,09,64730,45985	
PELHAM PKWY,10,73687,52100	
PELHAM PKWY,11,39763,33601	
PENNSYLVANIA AV,01,114812,63524	
PENNSYLVANIA AV,02,107809,62092	
PENNSYLVANIA AV,03,80763,44980	
PENNSYLVANIA AV,04,25939,16582	
PENNSYLVANIA AV,05,30294,18906	
PENNSYLVANIA AV,06,35436,22276	
PENNSYLVANIA AV,07,41234,25813	
PENNSYLVANIA AV,08,41773,26864	
PENNSYLVANIA AV,09,52734,32982	
PENNSYLVANIA AV,10,49716,30755	
PENNSYLVANIA AV,11,33278,20700	
PRESIDENT ST,01,96219,114113	
PRESIDENT ST,02,94660,109790	
PRESIDENT ST,03,56464,67004	
PRESIDENT ST,04,9554,13733	
PRESIDENT ST,05,11400,16206	
PRESIDENT ST,06,16509,22972	
PRESIDENT ST,07,21268,30512	
PRESIDENT ST,08,21773,32991	
PRESIDENT ST,09,29644,41574	
PRESIDENT ST,10,29716,40702	
PRESIDENT ST,11,19921,27990	
PRINCE ST,01,316616,329059	
PRINCE ST,02,290272,302837	
PRINCE ST,03,131524,140677	
PRINCE ST,04,6081,11468	
PRINCE ST,05,8421,15311	
PRINCE ST,06,15011,21708	
PRINCE ST,07,42891,58310	
PRINCE ST,08,53698,74557	
PRINCE ST,09,65753,93413	
PRINCE ST,10,72149,99060	
PRINCE ST,11,44207,61319	
PROSPECT AV,01,176664,113416	
PROSPECT AV,02,148647,90536	
PROSPECT AV,03,91895,54868	
PROSPECT AV,04,21718,20135	
PROSPECT AV,05,27076,26216	
PROSPECT AV,06,30977,32532	
PROSPECT AV,07,37945,41293	
PROSPECT AV,08,44572,46193	
PROSPECT AV,09,62035,58990	
PROSPECT AV,10,46076,40669	
PROSPECT AV,11,37481,36497	
PROSPECT PARK,01,255590,170267	
PROSPECT PARK,02,232126,147120	
PROSPECT PARK,03,144516,94581	
PROSPECT PARK,04,29578,20618	
PROSPECT PARK,05,29837,21039	
PROSPECT PARK,06,53776,40328	
PROSPECT PARK,07,68363,55033	
PROSPECT PARK,08,76554,65572	
PROSPECT PARK,09,98223,76631	
PROSPECT PARK,10,89384,71497	
PROSPECT PARK,11,58931,45991	
QUEENS PLAZA,01,355347,312036	
QUEENS PLAZA,02,296932,260106	
QUEENS PLAZA,03,196156,195419	
QUEENS PLAZA,04,22138,32915	
QUEENS PLAZA,05,30077,43508	
QUEENS PLAZA,06,48051,65336	
QUEENS PLAZA,07,50869,68759	
QUEENS PLAZA,08,66809,93314	
QUEENS PLAZA,09,81214,110003	
QUEENS PLAZA,10,64062,89815	
QUEENS PLAZA,11,49896,65196	
QUEENSBORO PLZ,01,386948,123214	
QUEENSBORO PLZ,02,344299,108878	
QUEENSBORO PLZ,03,212029,70206	
QUEENSBORO PLZ,04,29259,13775	
QUEENSBORO PLZ,05,42368,20506	
QUEENSBORO PLZ,06,63870,31134	
QUEENSBORO PLZ,07,83631,39379	
QUEENSBORO PLZ,08,91219,43035	
QUEENSBORO PLZ,09,116735,52729	
QUEENSBORO PLZ,10,113581,49992	
QUEENSBORO PLZ,11,75264,33706	
RALPH AV,01,154057,85509	
RALPH AV,02,146067,78037	
RALPH AV,03,93956,55822	
RALPH AV,04,25103,23136	
RALPH AV,05,27990,24891	
RALPH AV,06,36851,30464	
RALPH AV,07,45264,37300	
RALPH AV,08,46875,39191	
RALPH AV,09,59105,44232	
RALPH AV,10,56497,42166	
RALPH AV,11,36370,27276	
RECTOR ST,01,185238,137353	
RECTOR ST,02,141709,116294	
RECTOR ST,03,76590,65706	
RECTOR ST,04,5864,6781	
RECTOR ST,05,7635,8862	
RECTOR ST,06,11707,12435	
RECTOR ST,07,21374,23042	
RECTOR ST,08,26053,28003	
RECTOR ST,09,22719,24460	
RECTOR ST,10,30593,33333	
RECTOR ST,11,17959,24847	
RIT-MANHATTAN,01,93659,1286	
RIT-MANHATTAN,02,89926,1175	
RIT-MANHATTAN,03,55090,906	
RIT-MANHATTAN,04,11545,463	
RIT-MANHATTAN,05,20668,650	
RIT-MANHATTAN,06,33261,722	
RIT-MANHATTAN,07,40847,975	
RIT-MANHATTAN,08,43900,1513	
RIT-MANHATTAN,09,48430,2212	
RIT-MANHATTAN,10,40372,1483	
RIT-MANHATTAN,11,24611,680	
RIT-ROOSEVELT,01,85837,1786	
RIT-ROOSEVELT,02,81260,1906	
RIT-ROOSEVELT,03,54072,2160	
RIT-ROOSEVELT,04,11891,1772	
RIT-ROOSEVELT,05,22324,1684	
RIT-ROOSEVELT,06,32548,1401	
RIT-ROOSEVELT,07,39441,1348	
RIT-ROOSEVELT,08,42384,1469	
RIT-ROOSEVELT,09,47348,1874	
RIT-ROOSEVELT,10,40108,1299	
RIT-ROOSEVELT,11,24108,857	
ROCKAWAY AV,01,185760,162197	
ROCKAWAY AV,02,177183,157033	
ROCKAWAY AV,03,122884,113434	
ROCKAWAY AV,04,41400,47397	
ROCKAWAY AV,05,47065,55115	
ROCKAWAY AV,06,58519,69163	
ROCKAWAY AV,07,62618,74269	
ROCKAWAY AV,08,58538,74218	
ROCKAWAY AV,09,77103,85709	
ROCKAWAY AV,10,77014,82911	
ROCKAWAY AV,11,51864,55277	
ROCKAWAY BLVD,01,187205,54824	
ROCKAWAY BLVD,02,174897,51575	
ROCKAWAY BLVD,03,108200,32575	
ROCKAWAY BLVD,04,28523,10064	
ROCKAWAY BLVD,05,32339,11064	
ROCKAWAY BLVD,06,53344,17918	
ROCKAWAY BLVD,07,69678,22544	
ROCKAWAY BLVD,08,69804,44436	
ROCKAWAY BLVD,09,89704,59225	
ROCKAWAY BLVD,10,84848,25608	
ROCKAWAY BLVD,11,42876,13441	
ROCKAWAY PARK B,01,16393,19825	
ROCKAWAY PARK B,02,15874,19201	
ROCKAWAY PARK B,03,11587,14928	
ROCKAWAY PARK B,04,3513,6622	
ROCKAWAY PARK B,05,5080,9047	
ROCKAWAY PARK B,06,8489,12408	
ROCKAWAY PARK B,07,15386,18910	
ROCKAWAY PARK B,08,13611,16887	
ROCKAWAY PARK B,09,11768,15540	
ROCKAWAY PARK B,10,7556,12183	
ROCKAWAY PARK B,11,4999,7972	
ROOSEVELT ISLND,01,178913,159914	
ROOSEVELT ISLND,02,178881,159067	
ROOSEVELT ISLND,03,89870,84544	
ROOSEVELT ISLND,04,16135,17426	
ROOSEVELT ISLND,05,21210,23460	
ROOSEVELT ISLND,06,32452,34669	
ROOSEVELT ISLND,07,46057,47792	
ROOSEVELT ISLND,08,59009,61957	
ROOSEVELT ISLND,09,69072,74350	
ROOSEVELT ISLND,10,64487,70776	
ROOSEVELT ISLND,11,40495,44746	
SARATOGA AV,01,132296,144274	
SARATOGA AV,02,122977,135243	
SARATOGA AV,03,90685,101028	
SARATOGA AV,04,29781,38089	
SARATOGA AV,05,32713,41568	
SARATOGA AV,06,45543,56835	
SARATOGA AV,07,50996,64113	
SARATOGA AV,08,48736,62849	
SARATOGA AV,09,63461,79016	
SARATOGA AV,10,58366,71323	
SARATOGA AV,11,39373,47863	
SENECA AVE,01,98579,100935	
SENECA AVE,02,96727,99857	
SENECA AVE,03,56962,59116	
SENECA AVE,04,9074,10543	
SENECA AVE,05,12764,14672	
SENECA AVE,06,20988,22614	
SENECA AVE,07,26368,28598	
SENECA AVE,08,28314,31528	
SENECA AVE,09,36291,39110	
SENECA AVE,10,27446,31187	
SENECA AVE,11,19807,22720	
SHEEPSHEAD BAY,01,318046,292850	
SHEEPSHEAD BAY,02,316531,288200	
SHEEPSHEAD BAY,03,201032,190774	
SHEEPSHEAD BAY,04,36031,40554	
SHEEPSHEAD BAY,05,48444,54669	
SHEEPSHEAD BAY,06,78179,87367	
SHEEPSHEAD BAY,07,107770,121173	
SHEEPSHEAD BAY,08,112468,126651	
SHEEPSHEAD BAY,09,103551,114363	
SHEEPSHEAD BAY,10,112441,118810	
SHEEPSHEAD BAY,11,89301,97619	
SHEPHERD AV,01,81400,48135	
SHEPHERD AV,02,76147,45261	
SHEPHERD AV,03,51078,35053	
SHEPHERD AV,04,15410,16209	
SHEPHERD AV,05,18438,17692	
SHEPHERD AV,06,23468,21704	
SHEPHERD AV,07,27807,24774	
SHEPHERD AV,08,27523,24502	
SHEPHERD AV,09,34225,28082	
SHEPHERD AV,10,32135,26086	
SHEPHERD AV,11,21215,17007	
SIMPSON ST,01,212629,69668	
SIMPSON ST,02,178086,57618	
SIMPSON ST,03,139536,45493	
SIMPSON ST,04,39457,19484	
SIMPSON ST,05,47343,22859	
SIMPSON ST,06,57176,29117	
SIMPSON ST,07,69301,34476	
SIMPSON ST,08,66552,34526	
SIMPSON ST,09,93356,39460	
SIMPSON ST,10,87927,33225	
SIMPSON ST,11,61184,24121	
SMITH-9 ST,01,117286,150670	
SMITH-9 ST,02,110314,142967	
SMITH-9 ST,03,70490,95848	
SMITH-9 ST,04,18237,31665	
SMITH-9 ST,05,21271,37624	
SMITH-9 ST,06,28463,47256	
SMITH-9 ST,07,34713,56490	
SMITH-9 ST,08,34486,55802	
SMITH-9 ST,09,33548,50824	
SMITH-9 ST,10,44200,68529	
SMITH-9 ST,11,28928,46521	
SOUTH FERRY,01,355572,266961	
SOUTH FERRY,02,338785,255327	
SOUTH FERRY,03,179828,137396	
SOUTH FERRY,04,22334,22225	
SOUTH FERRY,05,27599,28710	
SOUTH FERRY,06,45200,46558	
SOUTH FERRY,07,59462,60471	
SOUTH FERRY,08,47669,51526	
SOUTH FERRY,09,82965,77947	
SOUTH FERRY,10,80606,74917	
SOUTH FERRY,11,50682,46427	
SPRING ST,01,340625,285018	
SPRING ST,02,355527,309793	
SPRING ST,03,168129,152403	
SPRING ST,04,11533,15175	
SPRING ST,05,16361,19201	
SPRING ST,06,32342,35992	
SPRING ST,07,55249,65807	
SPRING ST,08,54285,62659	
SPRING ST,09,79612,89179	
SPRING ST,10,63760,79151	
SPRING ST,11,45932,56814	
ST LAWRENCE AV,01,110371,106863	
ST LAWRENCE AV,02,99133,97837	
ST LAWRENCE AV,03,72424,74631	
ST LAWRENCE AV,04,19645,26335	
ST LAWRENCE AV,05,24806,32824	
ST LAWRENCE AV,06,31178,40543	
ST LAWRENCE AV,07,36758,49816	
ST LAWRENCE AV,08,36770,51296	
ST LAWRENCE AV,09,48057,62091	
ST LAWRENCE AV,10,48016,58968	
ST LAWRENCE AV,11,30471,39105	
ST. GEORGE,01,74867,109	
ST. GEORGE,02,159110,170	
ST. GEORGE,03,35437,13	
ST. GEORGE,06,1684,40	
ST. GEORGE,07,2238,12	
ST. GEORGE,08,2675,11	
ST. GEORGE,09,24352,7	
ST. GEORGE,10,28600,19	
ST. GEORGE,11,3712,1	
STEINWAY ST,01,358556,282401	
STEINWAY ST,02,348180,282857	
STEINWAY ST,03,200671,172177	
STEINWAY ST,04,28586,35726	
STEINWAY ST,05,40468,49214	
STEINWAY ST,06,63863,69765	
STEINWAY ST,07,77148,83031	
STEINWAY ST,08,100534,113758	
STEINWAY ST,09,129845,139204	
STEINWAY ST,10,119668,123718	
STEINWAY ST,11,81916,88352	
STERLING ST,01,145007,97376	
STERLING ST,02,141527,92398	
STERLING ST,03,86330,61485	
STERLING ST,04,17481,15711	
STERLING ST,05,22414,19741	
STERLING ST,06,29760,26321	
STERLING ST,07,39512,35674	
STERLING ST,08,39740,36923	
STERLING ST,09,53697,46518	
STERLING ST,10,52349,44550	
STERLING ST,11,34863,30978	
SUTPHIN BLVD,01,105448,78589	
SUTPHIN BLVD,02,104657,78463	
SUTPHIN BLVD,03,67757,56036	
SUTPHIN BLVD,04,12940,15208	
SUTPHIN BLVD,05,18315,19512	
SUTPHIN BLVD,06,27723,25249	
SUTPHIN BLVD,07,36752,32747	
SUTPHIN BLVD,08,32210,25679	
SUTPHIN BLVD,09,74883,61094	
SUTPHIN BLVD,10,104042,85359	
SUTPHIN BLVD,11,34563,29063	
SUTPHIN-ARCHER,01,572270,501301	
SUTPHIN-ARCHER,02,568887,507295	
SUTPHIN-ARCHER,03,370067,352442	
SUTPHIN-ARCHER,04,70962,93666	
SUTPHIN-ARCHER,05,98569,127748	
SUTPHIN-ARCHER,06,138917,176403	
SUTPHIN-ARCHER,07,168967,216721	
SUTPHIN-ARCHER,08,189090,249308	
SUTPHIN-ARCHER,09,191475,243547	
SUTPHIN-ARCHER,10,108291,144081	
SUTPHIN-ARCHER,11,129818,148517	
SUTTER AV,01,86789,73783	
SUTTER AV,02,80257,66766	
SUTTER AV,03,60834,59938	
SUTTER AV,04,20984,32804	
SUTTER AV,05,22481,39306	
SUTTER AV,06,26612,44539	
SUTTER AV,07,31062,52480	
SUTTER AV,08,31781,53462	
SUTTER AV,09,31531,47957	
SUTTER AV,10,33178,51007	
SUTTER AV,11,21807,33924	
SUTTER AV-RUTLD,01,173725,200855	
SUTTER AV-RUTLD,02,160686,184990	
SUTTER AV-RUTLD,03,116579,137331	
SUTTER AV-RUTLD,04,36590,50468	
SUTTER AV-RUTLD,05,41221,60286	
SUTTER AV-RUTLD,06,50631,73868	
SUTTER AV-RUTLD,07,59083,80797	
SUTTER AV-RUTLD,08,62876,90148	
SUTTER AV-RUTLD,09,65073,88581	
SUTTER AV-RUTLD,10,70770,94850	
SUTTER AV-RUTLD,11,49239,65556	
THIRTY ST,01,104033,81689	
THIRTY ST,02,158528,60896	
THIRTY ST,03,128597,118279	
THIRTY ST,04,103213,90031	
THIRTY ST,05,79963,103750	
THIRTY ST,06,186539,227539	
THIRTY ST,07,70674,79734	
THIRTY ST,08,190956,271988	
THIRTY ST,09,201647,218911	
THIRTY ST,10,144822,126820	
THIRTY ST,11,49968,54096	
THIRTY THIRD ST,01,304847,236476	
THIRTY THIRD ST,02,182981,160750	
THIRTY THIRD ST,03,165406,130512	
THIRTY THIRD ST,04,16273,13734	
THIRTY THIRD ST,05,51795,23970	
THIRTY THIRD ST,06,16042,12919	
THIRTY THIRD ST,07,28217,49632	
THIRTY THIRD ST,08,81155,51393	
THIRTY THIRD ST,09,78323,161347	
THIRTY THIRD ST,10,9999,8180	
THIRTY THIRD ST,11,202895,67037	
TIMES SQ-42 ST,01,1772936,1737333	
TIMES SQ-42 ST,02,1601231,1660338	
TIMES SQ-42 ST,03,909821,976648	
TIMES SQ-42 ST,04,92288,115601	
TIMES SQ-42 ST,05,124695,148695	
TIMES SQ-42 ST,06,213145,248027	
TIMES SQ-42 ST,07,305870,358128	
TIMES SQ-42 ST,08,271583,326953	
TIMES SQ-42 ST,09,342174,404567	
TIMES SQ-42 ST,10,446208,530266	
TIMES SQ-42 ST,11,283801,327422	
TOMPKINSVILLE,03,676,1	
TOMPKINSVILLE,04,146,1	
TOMPKINSVILLE,11,115,1	
TREMONT AV,01,249832,157937	
TREMONT AV,02,235592,146875	
TREMONT AV,03,166041,112974	
TREMONT AV,04,47037,40840	
TREMONT AV,05,55619,48889	
TREMONT AV,06,46630,46492	
TREMONT AV,07,80906,87282	
TREMONT AV,08,84000,85790	
TREMONT AV,09,109803,98197	
TREMONT AV,10,98878,85699	
TREMONT AV,11,68768,61614	
TWENTY THIRD ST,01,124384,67903	
TWENTY THIRD ST,02,290816,169124	
TWENTY THIRD ST,03,47515,61896	
TWENTY THIRD ST,04,191410,11707	
TWENTY THIRD ST,05,183513,14411	
TWENTY THIRD ST,06,9981,16927	
TWENTY THIRD ST,07,108776,32686	
TWENTY THIRD ST,08,130753,37621	
TWENTY THIRD ST,09,313737,62704	
TWENTY THIRD ST,10,316673,49400	
TWENTY THIRD ST,11,56349,26901	
UNION ST,01,202586,155534	
UNION ST,02,179124,140877	
UNION ST,03,93817,80128	
UNION ST,04,10484,14779	
UNION ST,05,15136,20418	
UNION ST,06,26591,32279	
UNION ST,07,34519,40963	
UNION ST,08,42429,49268	
UNION ST,09,57808,62271	
UNION ST,10,49551,56519	
UNION ST,11,32324,40699	
UTICA AV,01,416189,350757	
UTICA AV,02,395488,325227	
UTICA AV,03,173540,158790	
UTICA AV,04,53532,60240	
UTICA AV,05,69020,79954	
UTICA AV,06,89891,109615	
UTICA AV,07,102061,125773	
UTICA AV,08,85601,106980	
UTICA AV,09,153883,170427	
UTICA AV,10,145308,158026	
UTICA AV,11,92371,99503	
V.CORTLANDT PK,01,164980,71026	
V.CORTLANDT PK,02,159073,64140	
V.CORTLANDT PK,03,101139,46197	
V.CORTLANDT PK,04,22543,13705	
V.CORTLANDT PK,05,31066,20062	
V.CORTLANDT PK,06,48852,29375	
V.CORTLANDT PK,07,62833,36620	
V.CORTLANDT PK,08,67735,40569	
V.CORTLANDT PK,09,90943,52185	
V.CORTLANDT PK,10,84175,46551	
V.CORTLANDT PK,11,55553,30698	
VAN SICLEN AV,01,74481,56126	
VAN SICLEN AV,02,71949,55471	
VAN SICLEN AV,03,50197,38803	
VAN SICLEN AV,04,17185,13350	
VAN SICLEN AV,05,21816,18995	
VAN SICLEN AV,06,27911,26207	
VAN SICLEN AV,07,29055,27022	
VAN SICLEN AV,08,30615,27419	
VAN SICLEN AV,09,26593,23925	
VAN SICLEN AV,10,32256,31925	
VAN SICLEN AV,11,23722,20335	
VAN SICLEN AVE,01,77386,78261	
VAN SICLEN AVE,02,69003,70717	
VAN SICLEN AVE,03,50574,53074	
VAN SICLEN AVE,04,14747,19772	
VAN SICLEN AVE,05,18096,23315	
VAN SICLEN AVE,06,23573,30941	
VAN SICLEN AVE,07,28597,36851	
VAN SICLEN AVE,08,28352,35108	
VAN SICLEN AVE,09,34709,42472	
VAN SICLEN AVE,10,31962,39335	
VAN SICLEN AVE,11,20878,25479	
VERNON-JACKSON,01,369112,267188	
VERNON-JACKSON,02,376059,269667	
VERNON-JACKSON,03,170724,129071	
VERNON-JACKSON,04,25221,24488	
VERNON-JACKSON,05,30805,29724	
VERNON-JACKSON,06,62776,65948	
VERNON-JACKSON,07,87848,94989	
VERNON-JACKSON,08,98682,107974	
VERNON-JACKSON,09,124110,130212	
VERNON-JACKSON,10,108092,108821	
VERNON-JACKSON,11,60385,60576	
W 4 ST-WASH SQ,01,877506,851614	
W 4 ST-WASH SQ,02,1028635,1013434	
W 4 ST-WASH SQ,03,501721,503654	
W 4 ST-WASH SQ,04,46238,62461	
W 4 ST-WASH SQ,05,65418,85052	
W 4 ST-WASH SQ,06,123541,155606	
W 4 ST-WASH SQ,07,173104,215623	
W 4 ST-WASH SQ,08,198694,250842	
W 4 ST-WASH SQ,09,257912,331758	
W 4 ST-WASH SQ,10,250699,322900	
W 4 ST-WASH SQ,11,146714,194523	
W 8 ST-AQUARIUM,01,57584,39422	
W 8 ST-AQUARIUM,02,57158,39488	
W 8 ST-AQUARIUM,03,36060,25428	
W 8 ST-AQUARIUM,04,6307,5780	
W 8 ST-AQUARIUM,05,9047,8774	
W 8 ST-AQUARIUM,06,14847,15252	
W 8 ST-AQUARIUM,07,23670,23936	
W 8 ST-AQUARIUM,08,24296,25094	
W 8 ST-AQUARIUM,09,20994,20686	
W 8 ST-AQUARIUM,10,22446,19906	
W 8 ST-AQUARIUM,11,14638,12503	
WAKEFIELD/241,01,124317,143269	
WAKEFIELD/241,02,102791,116845	
WAKEFIELD/241,03,86545,100207	
WAKEFIELD/241,04,32491,44375	
WAKEFIELD/241,05,39030,55037	
WAKEFIELD/241,06,47094,66866	
WAKEFIELD/241,07,36394,52253	
WAKEFIELD/241,08,46514,68885	
WAKEFIELD/241,09,65937,86947	
WAKEFIELD/241,10,60101,78391	
WAKEFIELD/241,11,32481,42642	
WALL ST,01,761181,713265	
WALL ST,02,579442,524997	
WALL ST,03,195509,184713	
WALL ST,04,26266,29684	
WALL ST,05,32170,35570	
WALL ST,06,174369,221897	
WALL ST,07,91093,90889	
WALL ST,08,56965,60091	
WALL ST,09,136787,142172	
WALL ST,10,135535,143723	
WALL ST,11,83427,89524	
WEST FARMS SQ,01,174276,128332	
WEST FARMS SQ,02,142730,106636	
WEST FARMS SQ,03,95678,84835	
WEST FARMS SQ,04,29937,40222	
WEST FARMS SQ,05,40277,54279	
WEST FARMS SQ,06,47873,64433	
WEST FARMS SQ,07,51716,65969	
WEST FARMS SQ,08,52221,68476	
WEST FARMS SQ,09,71268,81867	
WEST FARMS SQ,10,66437,73477	
WEST FARMS SQ,11,45157,49290	
WESTCHESTER SQ,01,155145,143630	
WESTCHESTER SQ,02,142374,136178	
WESTCHESTER SQ,03,98765,99672	
WESTCHESTER SQ,04,24677,31930	
WESTCHESTER SQ,05,28323,36426	
WESTCHESTER SQ,06,38332,49618	
WESTCHESTER SQ,07,47555,63584	
WESTCHESTER SQ,08,48165,65817	
WESTCHESTER SQ,09,71832,90364	
WESTCHESTER SQ,10,65237,79362	
WESTCHESTER SQ,11,43535,53553	
WHITEHALL S-FRY,01,427862,418520	
WHITEHALL S-FRY,02,369433,361000	
WHITEHALL S-FRY,03,164603,168679	
