Station,Month,Entries Month,Exits Month	
BROOKLYN BRIDGE,06,50166,61531	
BROOKLYN BRIDGE,07,45264,49577	
BROOKLYN BRIDGE,08,44402,50160	
BROOKLYN BRIDGE,09,82521,93660	
BROOKLYN BRIDGE,10,81763,89578	
BROOKLYN BRIDGE,11,53670,59616	
BUHRE AV,01,99957,95721	
BUHRE AV,02,83193,80950	
BUHRE AV,03,58455,59934	
BUHRE AV,04,12685,16659	
BUHRE AV,05,15997,20301	
BUHRE AV,06,22835,28958	
BUHRE AV,07,29257,37543	
BUHRE AV,08,30865,39099	
BUHRE AV,09,37428,45549	
BUHRE AV,10,38484,45490	
BUHRE AV,11,25262,30157	
BURKE AV,01,85605,40263	
BURKE AV,02,75122,34797	
BURKE AV,03,58062,29158	
BURKE AV,04,15925,12116	
BURKE AV,05,18854,13983	
BURKE AV,06,23994,16547	
BURKE AV,07,23258,16746	
BURKE AV,08,26138,18314	
BURKE AV,09,37847,23217	
BURKE AV,10,35236,20611	
BURKE AV,11,19736,12299	
BURNSIDE AV,01,244569,149196	
BURNSIDE AV,02,245653,138684	
BURNSIDE AV,03,172409,103018	
BURNSIDE AV,04,54930,44553	
BURNSIDE AV,05,64870,54537	
BURNSIDE AV,06,79170,64059	
BURNSIDE AV,07,88440,74377	
BURNSIDE AV,08,74480,57288	
BURNSIDE AV,09,95573,66878	
BURNSIDE AV,10,91301,64505	
BURNSIDE AV,11,72510,53984	
BUSHWICK AV,01,52028,38285	
BUSHWICK AV,02,47205,32792	
BUSHWICK AV,03,32384,24791	
BUSHWICK AV,04,7441,7910	
BUSHWICK AV,05,9401,9789	
BUSHWICK AV,06,14015,13699	
BUSHWICK AV,07,19058,18351	
BUSHWICK AV,08,20720,20202	
BUSHWICK AV,09,25551,24161	
BUSHWICK AV,10,23780,23051	
BUSHWICK AV,11,15224,14942	
CANAL ST,01,714102,665393	
CANAL ST,02,634131,632487	
CANAL ST,03,270405,300564	
CANAL ST,04,24023,42131	
CANAL ST,05,40155,61673	
CANAL ST,06,65899,95009	
CANAL ST,07,95528,143316	
CANAL ST,08,139092,203447	
CANAL ST,09,177280,255337	
CANAL ST,10,164203,229502	
CANAL ST,11,113620,159298	
CANARSIE-ROCKAW,01,273180,109763	
CANARSIE-ROCKAW,02,259604,83444	
CANARSIE-ROCKAW,03,161054,32929	
CANARSIE-ROCKAW,04,17697,8811	
CANARSIE-ROCKAW,05,30727,35178	
CANARSIE-ROCKAW,06,41673,44247	
CANARSIE-ROCKAW,07,75334,68351	
CANARSIE-ROCKAW,08,73778,61542	
CANARSIE-ROCKAW,09,77270,49176	
CANARSIE-ROCKAW,10,90183,45403	
CANARSIE-ROCKAW,11,63316,29782	
CARROLL ST,01,317648,149244	
CARROLL ST,02,288490,134463	
CARROLL ST,03,143437,71280	
CARROLL ST,04,15345,11890	
CARROLL ST,05,20131,15745	
CARROLL ST,06,35992,25666	
CARROLL ST,07,49913,34789	
CARROLL ST,08,59168,41534	
CARROLL ST,09,68697,45757	
CARROLL ST,10,81308,56225	
CARROLL ST,11,53165,36581	
CASTLE HILL AV,01,166750,174872	
CASTLE HILL AV,02,157668,170764	
CASTLE HILL AV,03,107974,118867	
CASTLE HILL AV,04,27762,37413	
CASTLE HILL AV,05,33330,42488	
CASTLE HILL AV,06,45526,55733	
CASTLE HILL AV,07,56855,75034	
CASTLE HILL AV,08,56614,78562	
CASTLE HILL AV,09,73053,95609	
CASTLE HILL AV,10,66192,83841	
CASTLE HILL AV,11,48115,61031	
CATHEDRAL PKWY,01,202766,146004	
CATHEDRAL PKWY,02,201886,171112	
CATHEDRAL PKWY,03,116230,103582	
CATHEDRAL PKWY,04,21169,23334	
CATHEDRAL PKWY,05,22262,23901	
CATHEDRAL PKWY,06,35137,38474	
CATHEDRAL PKWY,07,41555,48857	
CATHEDRAL PKWY,08,49557,58342	
CATHEDRAL PKWY,09,70325,73268	
CATHEDRAL PKWY,10,68451,67503	
CATHEDRAL PKWY,11,15954,18487	
CENTRAL AV,01,135236,133684	
CENTRAL AV,02,134432,134161	
CENTRAL AV,03,72425,72929	
CENTRAL AV,04,9161,10645	
CENTRAL AV,05,12786,14292	
CENTRAL AV,06,20138,22567	
CENTRAL AV,07,28116,30396	
CENTRAL AV,08,31560,34499	
CENTRAL AV,09,41169,43897	
CENTRAL AV,10,34119,38350	
CENTRAL AV,11,21567,25770	
CENTRAL PK N110,01,212593,211151	
CENTRAL PK N110,02,191003,183385	
CENTRAL PK N110,03,122618,128313	
CENTRAL PK N110,04,20042,34541	
CENTRAL PK N110,05,31674,51339	
CENTRAL PK N110,06,45079,70031	
CENTRAL PK N110,07,50580,79068	
CENTRAL PK N110,08,52951,80251	
CENTRAL PK N110,09,74239,99965	
CENTRAL PK N110,10,70574,93132	
CENTRAL PK N110,11,45164,60251	
CHAMBERS ST,01,856597,772485	
CHAMBERS ST,02,1177134,1007503	
CHAMBERS ST,03,649670,563606	
CHAMBERS ST,04,64375,71287	
CHAMBERS ST,05,76728,89224	
CHAMBERS ST,06,218498,158871	
CHAMBERS ST,07,160467,172928	
CHAMBERS ST,08,137021,150492	
CHAMBERS ST,09,232345,252566	
CHAMBERS ST,10,244173,259856	
CHAMBERS ST,11,146094,157716	
CHAUNCEY ST,01,90133,45551	
CHAUNCEY ST,02,87557,45547	
CHAUNCEY ST,03,55786,30038	
CHAUNCEY ST,04,13851,9660	
CHAUNCEY ST,05,87326,87683	
CHAUNCEY ST,06,43492,36901	
CHAUNCEY ST,07,32473,23863	
CHAUNCEY ST,08,30174,18029	
CHAUNCEY ST,09,36112,21748	
CHAUNCEY ST,10,33929,20500	
CHAUNCEY ST,11,21997,13431	
CHRISTOPHER ST,01,173075,202609	
CHRISTOPHER ST,02,208037,243669	
CHRISTOPHER ST,03,91906,117811	
CHRISTOPHER ST,04,38186,46355	
CHRISTOPHER ST,05,4843,11295	
CHRISTOPHER ST,06,30695,47047	
CHRISTOPHER ST,07,34356,54667	
CHRISTOPHER ST,08,71844,90347	
CHRISTOPHER ST,09,64064,87979	
CHRISTOPHER ST,10,79392,119493	
CHRISTOPHER ST,11,43619,60990	
CHURCH AV,01,599363,411960	
CHURCH AV,02,573656,394123	
CHURCH AV,03,361657,263792	
CHURCH AV,04,88834,82005	
CHURCH AV,05,113950,101293	
CHURCH AV,06,140135,118751	
CHURCH AV,07,202047,174139	
CHURCH AV,08,220701,189431	
CHURCH AV,09,152413,127253	
CHURCH AV,10,228530,190789	
CHURCH AV,11,169999,136965	
CITY / BUS,01,148528,174686	
CITY / BUS,02,102918,66626	
CITY / BUS,03,61487,119154	
CITY / BUS,04,150500,212978	
CITY / BUS,05,149269,204792	
CITY / BUS,06,116029,291299	
CITY / BUS,07,103391,162045	
CITY / BUS,08,48039,94770	
CITY / BUS,09,137678,164625	
CITY / BUS,10,57506,171098	
CITY / BUS,11,186365,204370	
CITY HALL,01,147770,77231	
CITY HALL,02,127539,66160	
CITY HALL,03,71794,39029	
CITY HALL,04,5581,4549	
CITY HALL,05,7352,5919	
CITY HALL,06,21614,17951	
CITY HALL,07,20752,15920	
CITY HALL,08,25346,18665	
CITY HALL,09,27465,19843	
CITY HALL,10,27007,19993	
CITY HALL,11,17945,12760	
CLARK ST,01,146305,82901	
CLARK ST,02,139668,78981	
CLARK ST,03,69876,42697	
CLARK ST,04,6055,5608	
CLARK ST,05,9172,8007	
CLARK ST,06,16612,15908	
CLARK ST,07,23359,21843	
CLARK ST,08,27181,26389	
CLARK ST,09,38620,35240	
CLARK ST,10,36686,34089	
CLARK ST,11,23212,20598	
CLASSON AV,01,148904,150516	
CLASSON AV,02,144759,144976	
CLASSON AV,03,78297,81752	
CLASSON AV,04,11668,16313	
CLASSON AV,05,14919,20621	
CLASSON AV,06,22434,28393	
CLASSON AV,07,31202,37882	
CLASSON AV,08,35194,42425	
CLASSON AV,09,48412,54824	
CLASSON AV,10,47622,53962	
CLASSON AV,11,30530,37166	
CLEVELAND ST,01,72957,82120	
CLEVELAND ST,02,73432,81797	
CLEVELAND ST,03,52612,60030	
CLEVELAND ST,04,13601,19817	
CLEVELAND ST,05,17835,27097	
CLEVELAND ST,06,23563,35711	
CLEVELAND ST,07,27886,43059	
CLEVELAND ST,08,28120,44537	
CLEVELAND ST,09,35609,52862	
CLEVELAND ST,10,32250,48582	
CLEVELAND ST,11,21285,31974	
CLINTON-WASH AV,01,232643,177728	
CLINTON-WASH AV,02,198893,151584	
CLINTON-WASH AV,03,84408,75235	
CLINTON-WASH AV,04,10135,18821	
CLINTON-WASH AV,05,12857,22900	
CLINTON-WASH AV,06,20324,31250	
CLINTON-WASH AV,07,28852,41609	
CLINTON-WASH AV,08,32638,46007	
CLINTON-WASH AV,09,44060,60340	
CLINTON-WASH AV,10,46549,59128	
CLINTON-WASH AV,11,30132,39982	
CONEY IS-STILLW,01,275831,241269	
CONEY IS-STILLW,02,267455,242006	
CONEY IS-STILLW,03,156747,145861	
CONEY IS-STILLW,04,67509,75864	
CONEY IS-STILLW,05,86156,99236	
CONEY IS-STILLW,06,138607,145829	
CONEY IS-STILLW,07,160019,167917	
CONEY IS-STILLW,08,159200,178292	
CONEY IS-STILLW,09,163411,169540	
CONEY IS-STILLW,10,114630,119516	
CONEY IS-STILLW,11,94577,98907	
CORTELYOU RD,01,170716,52296	
CORTELYOU RD,02,139242,40798	
CORTELYOU RD,03,91802,33350	
CORTELYOU RD,04,19101,12742	
CORTELYOU RD,05,24649,16913	
CORTELYOU RD,06,37784,22969	
CORTELYOU RD,07,49688,29969	
CORTELYOU RD,08,54212,30424	
CORTELYOU RD,09,70486,36552	
CORTELYOU RD,10,97386,45440	
CORTELYOU RD,11,41532,19308	
CORTLANDT ST,01,390936,311651	
CORTLANDT ST,02,397860,323969	
CORTLANDT ST,03,196696,174132	
CORTLANDT ST,04,13612,18163	
CORTLANDT ST,05,19562,23587	
CORTLANDT ST,06,34411,39036	
CORTLANDT ST,07,56230,61622	
CORTLANDT ST,08,68103,76990	
CORTLANDT ST,09,86644,92829	
CORTLANDT ST,10,74577,80330	
CORTLANDT ST,11,53994,59212	
COURT SQ,01,334587,380397	
COURT SQ,02,330985,370237	
COURT SQ,03,190683,220282	
COURT SQ,04,24555,35329	
COURT SQ,05,21945,31381	
COURT SQ,06,40773,57079	
COURT SQ,07,59894,83104	
COURT SQ,08,76151,105484	
COURT SQ,09,99834,133430	
COURT SQ,10,92719,122736	
COURT SQ,11,61642,81232	
COURT SQ-23 ST,01,160052,60941	
COURT SQ-23 ST,02,132003,51590	
COURT SQ-23 ST,03,77229,34173	
COURT SQ-23 ST,04,9202,5488	
COURT SQ-23 ST,05,12641,7594	
COURT SQ-23 ST,06,22288,13110	
COURT SQ-23 ST,07,30645,16752	
COURT SQ-23 ST,08,34228,18588	
COURT SQ-23 ST,09,41422,21713	
COURT SQ-23 ST,10,37904,19786	
COURT SQ-23 ST,11,29328,15141	
CRESCENT ST,01,112241,129430	
CRESCENT ST,02,112307,127748	
CRESCENT ST,03,79758,92392	
CRESCENT ST,04,21138,28911	
CRESCENT ST,05,27065,39014	
CRESCENT ST,06,35110,53521	
CRESCENT ST,07,41156,64404	
CRESCENT ST,08,31937,51443	
CRESCENT ST,09,57175,84165	
CRESCENT ST,10,54563,75189	
CRESCENT ST,11,35158,49737	
CROWN HTS-UTICA,01,649946,510520	
CROWN HTS-UTICA,02,609671,482347	
CROWN HTS-UTICA,03,431038,367871	
CROWN HTS-UTICA,04,129123,144229	
CROWN HTS-UTICA,05,154634,167519	
CROWN HTS-UTICA,06,195850,208040	
CROWN HTS-UTICA,07,192096,202074	
CROWN HTS-UTICA,08,224291,245212	
CROWN HTS-UTICA,09,288872,292088	
CROWN HTS-UTICA,10,240573,244323	
CROWN HTS-UTICA,11,178594,181645	
CYPRESS AV,01,87037,69808	
CYPRESS AV,02,76694,59537	
CYPRESS AV,03,58779,49961	
CYPRESS AV,04,18437,22840	
CYPRESS AV,05,19877,24716	
CYPRESS AV,06,27330,29729	
CYPRESS AV,07,31124,35722	
CYPRESS AV,08,30061,34130	
CYPRESS AV,09,38815,41200	
CYPRESS AV,10,37251,38173	
CYPRESS AV,11,24230,25105	
CYPRESS HILLS,01,37572,23505	
CYPRESS HILLS,02,36425,22245	
CYPRESS HILLS,03,25586,16744	
CYPRESS HILLS,04,6291,4929	
CYPRESS HILLS,05,8964,6798	
CYPRESS HILLS,06,12651,9301	
CYPRESS HILLS,07,14023,11074	
CYPRESS HILLS,08,13921,11517	
CYPRESS HILLS,09,18742,14415	
CYPRESS HILLS,10,18042,13177	
CYPRESS HILLS,11,11892,8985	
DEKALB AV,01,257487,224690	
DEKALB AV,02,237591,205666	
DEKALB AV,03,135957,125526	
DEKALB AV,04,21433,29137	
DEKALB AV,05,26399,34133	
DEKALB AV,06,54533,47509	
DEKALB AV,07,53534,69787	
DEKALB AV,08,52298,62361	
DEKALB AV,09,75401,86280	
DEKALB AV,10,75953,81116	
DEKALB AV,11,61285,75450	
DELANCEY/ESSEX,01,764025,624186	
DELANCEY/ESSEX,02,731411,586940	
DELANCEY/ESSEX,03,393125,332563	
DELANCEY/ESSEX,04,64763,80649	
DELANCEY/ESSEX,05,85592,95992	
DELANCEY/ESSEX,06,125375,130373	
DELANCEY/ESSEX,07,162565,165855	
DELANCEY/ESSEX,08,107009,113811	
DELANCEY/ESSEX,09,218871,228553	
DELANCEY/ESSEX,10,205645,215444	
DELANCEY/ESSEX,11,132833,138509	
DITMAS AV,01,97464,53785	
DITMAS AV,02,94614,52519	
DITMAS AV,03,61487,35380	
DITMAS AV,04,13530,9495	
DITMAS AV,05,15928,11883	
DITMAS AV,06,23673,16964	
DITMAS AV,07,30378,21786	
DITMAS AV,08,30372,21645	
DITMAS AV,09,38006,25045	
DITMAS AV,10,40393,27671	
DITMAS AV,11,26415,16941	
DYCKMAN ST,01,186363,30089	
DYCKMAN ST,02,192178,27398	
DYCKMAN ST,03,111035,22472	
DYCKMAN ST,04,26662,8851	
DYCKMAN ST,05,31248,10696	
DYCKMAN ST,06,45139,14762	
DYCKMAN ST,07,61332,17249	
DYCKMAN ST,08,64370,17959	
DYCKMAN ST,09,84447,23526	
DYCKMAN ST,10,84986,25209	
DYCKMAN ST,11,59846,19497	
E 143/ST MARY'S,01,30310,35288	
E 143/ST MARY'S,02,24809,29056	
E 143/ST MARY'S,03,20160,25083	
E 143/ST MARY'S,04,7603,11022	
E 143/ST MARY'S,05,6873,10559	
E 143/ST MARY'S,06,9076,12628	
E 143/ST MARY'S,07,10049,14260	
E 143/ST MARY'S,08,10357,15491	
E 143/ST MARY'S,09,12724,18205	
E 143/ST MARY'S,10,12164,16886	
E 143/ST MARY'S,11,8483,11491	
E 149 ST,01,135132,136645	
E 149 ST,02,110192,109100	
E 149 ST,03,93573,96912	
E 149 ST,04,25446,35406	
E 149 ST,05,28577,40322	
E 149 ST,06,38542,52752	
E 149 ST,07,46716,63521	
E 149 ST,08,46286,65448	
E 149 ST,09,61565,78762	
E 149 ST,10,59819,75336	
E 149 ST,11,38336,48552	
E 180 ST,01,187511,170729	
E 180 ST,02,169238,153035	
E 180 ST,03,124819,119940	
E 180 ST,04,36462,38936	
E 180 ST,05,43998,46946	
E 180 ST,06,56896,61515	
E 180 ST,07,81537,103434	
E 180 ST,08,72329,86116	
E 180 ST,09,91786,104327	
E 180 ST,10,88904,100903	
E 180 ST,11,62343,69378	
EAST 105 ST,01,84610,91350	
EAST 105 ST,02,76816,81693	
EAST 105 ST,03,56918,63405	
EAST 105 ST,04,20691,28370	
EAST 105 ST,05,23181,32552	
EAST 105 ST,06,27815,38938	
EAST 105 ST,07,31618,43801	
EAST 105 ST,08,31440,44161	
EAST 105 ST,09,27088,35206	
EAST 105 ST,10,33928,45221	
EAST 105 ST,11,22816,30633	
EAST BROADWAY,01,351697,189636	
EAST BROADWAY,02,332497,181377	
EAST BROADWAY,03,189435,115417	
EAST BROADWAY,04,32726,29437	
EAST BROADWAY,05,42284,36732	
EAST BROADWAY,06,64447,53775	
EAST BROADWAY,07,85667,70442	
EAST BROADWAY,08,76931,63654	
EAST BROADWAY,09,103418,82206	
EAST BROADWAY,10,103670,84990	
EAST BROADWAY,11,68805,56509	
EASTCHSTER/DYRE,01,94752,122040	
EASTCHSTER/DYRE,02,83441,105778	
EASTCHSTER/DYRE,03,60485,78912	
EASTCHSTER/DYRE,04,17446,30553	
EASTCHSTER/DYRE,05,20529,37967	
EASTCHSTER/DYRE,06,28498,47601	
EASTCHSTER/DYRE,07,34967,60739	
EASTCHSTER/DYRE,08,30075,53106	
EASTCHSTER/DYRE,09,42754,68788	
EASTCHSTER/DYRE,10,40523,63443	
EASTCHSTER/DYRE,11,28344,44845	
EASTN PKWY-MUSM,01,109244,117574	
EASTN PKWY-MUSM,02,108059,125973	
EASTN PKWY-MUSM,03,53757,65525	
EASTN PKWY-MUSM,04,3093,6044	
EASTN PKWY-MUSM,05,5608,10729	
EASTN PKWY-MUSM,06,12969,22486	
EASTN PKWY-MUSM,07,17038,26014	
EASTN PKWY-MUSM,08,19872,31010	
EASTN PKWY-MUSM,09,29693,42786	
EASTN PKWY-MUSM,10,32483,44672	
EASTN PKWY-MUSM,11,18323,26362	
ELDER AV,01,170027,176236	
ELDER AV,02,147185,155832	
ELDER AV,03,117597,127831	
ELDER AV,04,32079,44517	
ELDER AV,05,41685,57222	
ELDER AV,06,50657,75426	
ELDER AV,07,62409,90489	
ELDER AV,08,63866,92069	
ELDER AV,09,82412,112027	
ELDER AV,10,81677,106534	
ELDER AV,11,54063,69333	
ELMHURST AV,01,204753,42058	
ELMHURST AV,02,188260,40806	
ELMHURST AV,03,122483,28987	
ELMHURST AV,04,17497,5812	
ELMHURST AV,05,28713,6828	
ELMHURST AV,06,48318,9910	
ELMHURST AV,07,60171,10801	
ELMHURST AV,08,70495,15327	
ELMHURST AV,09,94442,19099	
ELMHURST AV,10,76101,17815	
ELMHURST AV,11,49352,12139	
EUCLID AV,01,282925,93888	
EUCLID AV,02,265585,86571	
EUCLID AV,03,143817,52849	
EUCLID AV,04,52009,26324	
EUCLID AV,05,66089,36672	
EUCLID AV,06,86648,44423	
EUCLID AV,07,98686,52287	
EUCLID AV,08,98107,53604	
EUCLID AV,09,121843,60555	
EUCLID AV,10,113771,55198	
EUCLID AV,11,65497,31528	
EXCHANGE PLACE,01,269996,119428	
EXCHANGE PLACE,02,177095,124850	
EXCHANGE PLACE,03,26771,28959	
EXCHANGE PLACE,04,45799,94746	
EXCHANGE PLACE,05,1434,2276	
EXCHANGE PLACE,06,2969,4076	
EXCHANGE PLACE,07,91418,35957	
EXCHANGE PLACE,08,3381,4990	
EXCHANGE PLACE,09,2515,3104	
EXCHANGE PLACE,10,17931,54023	
EXCHANGE PLACE,11,10977,14295	
FAR ROCKAWAY,01,114686,126079	
FAR ROCKAWAY,02,104473,113906	
FAR ROCKAWAY,03,79855,90016	
FAR ROCKAWAY,04,26850,38169	
FAR ROCKAWAY,05,32516,46000	
FAR ROCKAWAY,06,42006,59424	
FAR ROCKAWAY,07,50649,69136	
FAR ROCKAWAY,08,49594,67671	
FAR ROCKAWAY,09,61219,78949	
FAR ROCKAWAY,10,55674,70367	
FAR ROCKAWAY,11,38166,47683	
FLATBUSH AV-B.C,01,453301,295296	
FLATBUSH AV-B.C,02,488770,318900	
FLATBUSH AV-B.C,03,304544,211795	
FLATBUSH AV-B.C,04,63111,59693	
FLATBUSH AV-B.C,05,78399,77705	
FLATBUSH AV-B.C,06,93079,91588	
FLATBUSH AV-B.C,07,112369,109967	
FLATBUSH AV-B.C,08,138717,135336	
FLATBUSH AV-B.C,09,124480,111652	
FLATBUSH AV-B.C,10,169888,150199	
FLATBUSH AV-B.C,11,115487,102855	
FLUSHING AV,01,177746,144296	
FLUSHING AV,02,200538,155768	
FLUSHING AV,03,139859,117580	
FLUSHING AV,04,30980,38476	
FLUSHING AV,05,42211,50650	
FLUSHING AV,06,58084,66612	
FLUSHING AV,07,67602,75385	
FLUSHING AV,08,62001,68334	
FLUSHING AV,09,87703,90716	
FLUSHING AV,10,80150,83824	
FLUSHING AV,11,59754,62198	
FLUSHING-MAIN,01,1486760,1339540	
FLUSHING-MAIN,02,1038302,928766	
FLUSHING-MAIN,03,298176,283171	
FLUSHING-MAIN,04,118637,132488	
FLUSHING-MAIN,05,168024,184778	
FLUSHING-MAIN,06,294515,319134	
FLUSHING-MAIN,07,399200,430467	
FLUSHING-MAIN,08,314299,339857	
FLUSHING-MAIN,09,395049,402148	
FLUSHING-MAIN,10,573544,581557	
FLUSHING-MAIN,11,378533,388435	
FORDHAM RD,01,370312,126091	
FORDHAM RD,02,314570,96466	
FORDHAM RD,03,254274,89375	
FORDHAM RD,04,66242,33836	
FORDHAM RD,05,84013,43998	
FORDHAM RD,06,85275,44288	
FORDHAM RD,07,122930,65242	
FORDHAM RD,08,127429,69835	
FORDHAM RD,09,174299,81603	
FORDHAM RD,10,160860,73386	
FORDHAM RD,11,103304,47929	
FOREST AVE,01,119739,93210	
FOREST AVE,02,114802,89962	
FOREST AVE,03,69442,57620	
FOREST AVE,04,11244,11595	
FOREST AVE,05,16042,16517	
FOREST AVE,06,27529,26996	
FOREST AVE,07,36955,34940	
FOREST AVE,08,39264,38466	
FOREST AVE,09,51481,47783	
FOREST AVE,10,46764,43831	
FOREST AVE,11,28430,26720	
FOREST HILLS 71,01,681667,365282	
FOREST HILLS 71,02,632601,338983	
FOREST HILLS 71,03,368926,214373	
FOREST HILLS 71,04,54783,44060	
FOREST HILLS 71,05,76763,60460	
FOREST HILLS 71,06,122861,90828	
FOREST HILLS 71,07,140537,101179	
FOREST HILLS 71,08,163574,119762	
FOREST HILLS 71,09,240345,165623	
FOREST HILLS 71,10,215117,146836	
FOREST HILLS 71,11,148049,99055	
FRANKLIN AV,01,402837,345591	
FRANKLIN AV,02,349396,291055	
FRANKLIN AV,03,172777,137160	
FRANKLIN AV,04,41414,41257	
FRANKLIN AV,05,38010,40134	
FRANKLIN AV,06,58949,65532	
FRANKLIN AV,07,86296,94948	
FRANKLIN AV,08,95122,107233	
FRANKLIN AV,09,129627,135590	
FRANKLIN AV,10,80525,108932	
FRANKLIN AV,11,50334,74012	
FRANKLIN ST,01,124852,75536	
FRANKLIN ST,02,125898,79205	
FRANKLIN ST,03,57196,37599	
FRANKLIN ST,04,3978,3915	
FRANKLIN ST,05,5193,4592	
FRANKLIN ST,06,8987,7521	
FRANKLIN ST,07,16035,12990	
FRANKLIN ST,08,18733,14936	
FRANKLIN ST,09,25790,20832	
FRANKLIN ST,10,23718,21332	
FRANKLIN ST,11,17658,14398	
FREEMAN ST,01,115336,109435	
FREEMAN ST,02,102214,97204	
FREEMAN ST,03,74147,64428	
FREEMAN ST,04,21954,28973	
FREEMAN ST,05,26373,35213	
FREEMAN ST,06,28043,39926	
FREEMAN ST,07,35443,49356	
FREEMAN ST,08,35279,47481	
FREEMAN ST,09,47925,53805	
FREEMAN ST,10,44651,50571	
FREEMAN ST,11,30464,39056	
FRESH POND RD,01,161073,175199	
FRESH POND RD,02,153698,166195	
FRESH POND RD,03,96737,105229	
FRESH POND RD,04,18184,22468	
FRESH POND RD,05,24345,29452	
FRESH POND RD,06,39113,46983	
FRESH POND RD,07,53276,62398	
FRESH POND RD,08,54881,65765	
FRESH POND RD,09,52696,61852	
FRESH POND RD,10,65854,77684	
FRESH POND RD,11,40720,48990	
FT HAMILTON PKY,01,201615,108916	
FT HAMILTON PKY,02,199605,109905	
FT HAMILTON PKY,03,104821,58780	
FT HAMILTON PKY,04,21204,12662	
FT HAMILTON PKY,05,23581,14431	
FT HAMILTON PKY,06,47592,29473	
FT HAMILTON PKY,07,57669,35661	
FT HAMILTON PKY,08,63195,41135	
FT HAMILTON PKY,09,81098,49004	
FT HAMILTON PKY,10,75060,43595	
FT HAMILTON PKY,11,47495,26596	
FULTON ST,01,1852499,1614820	
FULTON ST,02,1384095,1211749	
FULTON ST,03,769381,700237	
FULTON ST,04,108868,130267	
FULTON ST,05,122608,144329	
FULTON ST,06,221264,245523	
FULTON ST,07,235415,253236	
FULTON ST,08,258626,291087	
FULTON ST,09,280616,308528	
FULTON ST,10,390459,435120	
FULTON ST,11,179249,202965	
GATES AV,01,190736,83436	
GATES AV,02,182085,79553	
GATES AV,03,111586,53201	
GATES AV,04,22321,15227	
GATES AV,05,28629,19106	
GATES AV,06,41723,25368	
GATES AV,07,54786,31024	
GATES AV,08,58670,33195	
GATES AV,09,71113,39937	
GATES AV,10,65590,37783	
GATES AV,11,43514,25852	
GRAHAM AV,01,226940,146368	
GRAHAM AV,02,207210,132092	
GRAHAM AV,03,113734,84490	
GRAHAM AV,04,16494,21131	
GRAHAM AV,05,19247,23779	
GRAHAM AV,06,35967,39930	
GRAHAM AV,07,47754,51801	
GRAHAM AV,08,54379,58294	
GRAHAM AV,09,73077,74884	
GRAHAM AV,10,70972,77295	
GRAHAM AV,11,46129,51618	
GRAND ARMY PLAZ,01,196295,78020	
GRAND ARMY PLAZ,02,193155,76190	
GRAND ARMY PLAZ,03,97897,41212	
GRAND ARMY PLAZ,04,11006,6494	
GRAND ARMY PLAZ,05,14240,8654	
GRAND ARMY PLAZ,06,26125,15150	
GRAND ARMY PLAZ,07,30081,17920	
GRAND ARMY PLAZ,08,35824,21153	
GRAND ARMY PLAZ,09,51309,28560	
GRAND ARMY PLAZ,10,50544,26581	
GRAND ARMY PLAZ,11,32834,17521	
GRAND ST,01,559585,419455	
GRAND ST,02,494857,378644	
GRAND ST,03,266815,228787	
GRAND ST,04,34991,43797	
GRAND ST,05,50717,60659	
GRAND ST,06,91507,107059	
GRAND ST,07,132859,155507	
GRAND ST,08,130652,149060	
GRAND ST,09,180946,200931	
GRAND ST,10,155600,175056	
GRAND ST,11,110272,126980	
GRAND-NEWTOWN,01,339933,255489	
GRAND-NEWTOWN,02,328411,252278	
GRAND-NEWTOWN,03,199878,157411	
GRAND-NEWTOWN,04,27120,31539	
GRAND-NEWTOWN,05,39423,43589	
GRAND-NEWTOWN,06,66520,67296	
GRAND-NEWTOWN,07,76797,75460	
GRAND-NEWTOWN,08,96369,96934	
GRAND-NEWTOWN,09,142576,136245	
GRAND-NEWTOWN,10,130153,120285	
GRAND-NEWTOWN,11,93075,86319	
GRANT AV,01,141620,126097	
GRANT AV,02,133616,119791	
GRANT AV,03,95584,90659	
GRANT AV,04,24877,32323	
GRANT AV,05,32141,38680	
GRANT AV,06,43990,52108	
GRANT AV,07,53566,63631	
GRANT AV,08,56476,66976	
GRANT AV,09,68561,77411	
GRANT AV,10,61719,69883	
GRANT AV,11,39479,46249	
GRD CNTRL-42 ST,01,1898416,1370973	
GRD CNTRL-42 ST,02,734740,551565	
GRD CNTRL-42 ST,03,373802,281992	
GRD CNTRL-42 ST,04,68728,70705	
GRD CNTRL-42 ST,05,93443,88776	
GRD CNTRL-42 ST,06,192786,209364	
GRD CNTRL-42 ST,07,201355,248589	
GRD CNTRL-42 ST,08,270665,322568	
GRD CNTRL-42 ST,09,197304,241345	
GRD CNTRL-42 ST,10,332413,387904	
GRD CNTRL-42 ST,11,198925,221032	
GREENPOINT AV,01,268232,259318	
GREENPOINT AV,02,258577,216370	
GREENPOINT AV,03,142346,117760	
GREENPOINT AV,04,21110,22621	
GREENPOINT AV,05,30239,31019	
GREENPOINT AV,06,49891,50714	
GREENPOINT AV,07,70485,68203	
GREENPOINT AV,08,73090,75363	
GREENPOINT AV,09,96794,92188	
GREENPOINT AV,10,76422,71871	
GREENPOINT AV,11,62704,62502	
GROVE STREET,01,131399,136908	
GROVE STREET,02,91898,94448	
GROVE STREET,03,38647,53091	
GROVE STREET,04,1391,2215	
GROVE STREET,05,5347,7716	
GROVE STREET,06,14781,19635	
