Station,Month,Entries Month,Exits Month
NEREID AV,10,90791,"38842	"
NEREID AV,11,84881,"35878	"
NEREID AV,12,71411,"30438	"
NEVINS ST,1,253246,"244435	"
NEVINS ST,2,256027,"248167	"
NEVINS ST,3,209906,"206432	"
NEVINS ST,4,276683,"268646	"
NEVINS ST,5,284701,"278390	"
NEVINS ST,6,258818,"257409	"
NEVINS ST,7,234734,"235807	"
NEVINS ST,8,259433,"265813	"
NEVINS ST,9,266679,"270608	"
NEVINS ST,10,290621,"296130	"
NEVINS ST,11,270326,"271958	"
NEVINS ST,12,221881,"227666	"
NEW LOTS AV,1,148239,"157231	"
NEW LOTS AV,2,142492,"151807	"
NEW LOTS AV,3,144231,"155215	"
NEW LOTS AV,4,152811,"162387	"
NEW LOTS AV,5,154933,"165091	"
NEW LOTS AV,6,134505,"146770	"
NEW LOTS AV,7,141054,"154958	"
NEW LOTS AV,8,143526,"156835	"
NEW LOTS AV,9,143164,"156496	"
NEW LOTS AV,10,158149,"170524	"
NEW LOTS AV,11,137027,"149369	"
NEW LOTS AV,12,117490,"127590	"
NEW LOTS,1,116159,"118771	"
NEW LOTS,2,105681,"103765	"
NEW LOTS,3,104160,"102625	"
NEW LOTS,4,109153,"111416	"
NEW LOTS,5,112894,"118102	"
NEW LOTS,6,106903,"114548	"
NEW LOTS,7,104668,"113414	"
NEW LOTS,8,75380,"84789	"
NEW LOTS,9,105839,"115984	"
NEW LOTS,10,113025,"122799	"
NEW LOTS,11,102683,"112337	"
NEW LOTS,12,88313,"94761	"
NEW UTRECHT AV,1,118408,"40235	"
NEW UTRECHT AV,2,109879,"30614	"
NEW UTRECHT AV,3,121010,"52079	"
NEW UTRECHT AV,4,123824,"53797	"
NEW UTRECHT AV,5,128964,"57336	"
NEW UTRECHT AV,6,120925,"56433	"
NEW UTRECHT AV,7,111643,"78842	"
NEW UTRECHT AV,8,103787,"79333	"
NEW UTRECHT AV,9,123364,"94810	"
NEW UTRECHT AV,10,139765,"113089	"
NEW UTRECHT AV,11,132181,"97840	"
NEW UTRECHT AV,12,118550,"87519	"
NEWARK BM BW,1,176656,"11608	"
NEWARK BM BW,2,171198,"10958	"
NEWARK BM BW,3,204105,"7385	"
NEWARK BM BW,4,85763,"3740	"
NEWARK BM BW,5,129447,"3756	"
NEWARK BM BW,6,331981,"21992	"
NEWARK BM BW,7,708214,"37414	"
NEWARK BM BW,8,325679,"31826	"
NEWARK BM BW,9,440024,"47381	"
NEWARK BM BW,10,437336,"25059	"
NEWARK BM BW,11,85092,"7958	"
NEWARK BM BW,12,309051,"19127	"
NEWARK C,1,148347,"15977	"
NEWARK C,2,94267,"40151	"
NEWARK C,3,202932,"13964	"
NEWARK C,4,199947,"21302	"
NEWARK C,5,151726,"46059	"
NEWARK C,6,180947,"13626	"
NEWARK C,7,405530,"41399	"
NEWARK C,8,427023,"23357	"
NEWARK C,9,553037,"41337	"
NEWARK C,10,724265,"101560	"
NEWARK C,11,400414,"59548	"
NEWARK C,12,370960,"60310	"
NEWARK HM HE,1,14042,"201730	"
NEWARK HM HE,3,754,"64436	"
NEWARK HM HE,4,5227,"41803	"
NEWARK HM HE,5,8303,"162029	"
NEWARK HM HE,6,20222,"234962	"
NEWARK HM HE,7,15089,"421961	"
NEWARK HM HE,8,8845,"217363	"
NEWARK HM HE,9,5687,"244589	"
NEWARK HM HE,10,14063,"334962	"
NEWARK HM HE,11,15992,"259214	"
NEWARK HM HE,12,15505,"179770	"
NEWARK HW BMEBE,1,25670,"35850	"
NEWARK HW BMEBE,2,96982,"36245	"
NEWARK HW BMEBE,3,101239,"17928	"
NEWARK HW BMEBE,4,18507,"35160	"
NEWARK HW BMEBE,5,18708,"23879	"
NEWARK HW BMEBE,6,60875,"168148	"
NEWARK HW BMEBE,7,147118,"202346	"
NEWARK HW BMEBE,8,98878,"161866	"
NEWARK HW BMEBE,9,189737,"86196	"
NEWARK HW BMEBE,10,188992,"147529	"
NEWARK HW BMEBE,11,226858,"132189	"
NEWARK HW BMEBE,12,205040,"77023	"
NEWKIRK AV,1,171959,"120645	"
NEWKIRK AV,2,182282,"128763	"
NEWKIRK AV,3,173388,"120745	"
NEWKIRK AV,4,192800,"133049	"
NEWKIRK AV,5,191392,"133624	"
NEWKIRK AV,6,177647,"124049	"
NEWKIRK AV,7,163004,"114671	"
NEWKIRK AV,8,174608,"120803	"
NEWKIRK AV,9,173324,"112224	"
NEWKIRK AV,10,185998,"124425	"
NEWKIRK AV,11,180372,"125043	"
NEWKIRK AV,12,158263,"106812	"
NEWKIRK PLAZA,1,264563,"251249	"
NEWKIRK PLAZA,2,254307,"240567	"
NEWKIRK PLAZA,3,270500,"256098	"
NEWKIRK PLAZA,4,288820,"270069	"
NEWKIRK PLAZA,5,311589,"288591	"
NEWKIRK PLAZA,6,294578,"271739	"
NEWKIRK PLAZA,7,278166,"267344	"
NEWKIRK PLAZA,8,266339,"254458	"
NEWKIRK PLAZA,9,284741,"270949	"
NEWKIRK PLAZA,10,298096,"276692	"
NEWKIRK PLAZA,11,235280,"218292	"
NEWKIRK PLAZA,12,224322,"213903	"
NORTHERN BLVD,1,175803,"146450	"
NORTHERN BLVD,2,165974,"137658	"
NORTHERN BLVD,3,174183,"146155	"
NORTHERN BLVD,4,181805,"152358	"
NORTHERN BLVD,5,172134,"140819	"
NORTHERN BLVD,6,164400,"139586	"
NORTHERN BLVD,7,167386,"143334	"
NORTHERN BLVD,8,161419,"137745	"
NORTHERN BLVD,9,159078,"134954	"
NORTHERN BLVD,10,186144,"159655	"
NORTHERN BLVD,11,163210,"140563	"
NORTHERN BLVD,12,143688,"124038	"
NORWOOD 205 ST,1,220431,"165173	"
NORWOOD 205 ST,2,211691,"152328	"
NORWOOD 205 ST,3,215474,"153082	"
NORWOOD 205 ST,4,228654,"158596	"
NORWOOD 205 ST,5,222514,"146937	"
NORWOOD 205 ST,6,195352,"138749	"
NORWOOD 205 ST,7,215883,"170913	"
NORWOOD 205 ST,8,217856,"177069	"
NORWOOD 205 ST,9,211793,"164899	"
NORWOOD 205 ST,10,217200,"160057	"
NORWOOD 205 ST,11,222875,"162713	"
NORWOOD 205 ST,12,193073,"141058	"
NORWOOD AV,1,79557,"84615	"
NORWOOD AV,2,76534,"80831	"
NORWOOD AV,3,79656,"85400	"
NORWOOD AV,4,83824,"88966	"
NORWOOD AV,5,77205,"83836	"
NORWOOD AV,6,81065,"89158	"
NORWOOD AV,7,81365,"89965	"
NORWOOD AV,8,74938,"81641	"
NORWOOD AV,9,78138,"85192	"
NORWOOD AV,10,87351,"95315	"
NORWOOD AV,11,82996,"90725	"
NORWOOD AV,12,66225,"71785	"
NOSTRAND AV,1,348409,"352522	"
NOSTRAND AV,2,260897,"273618	"
NOSTRAND AV,3,374470,"394424	"
NOSTRAND AV,4,284177,"275810	"
NOSTRAND AV,5,462418,"408049	"
NOSTRAND AV,6,337175,"306420	"
NOSTRAND AV,7,394497,"365063	"
NOSTRAND AV,8,302229,"314081	"
NOSTRAND AV,9,444047,"400464	"
NOSTRAND AV,10,501050,"423655	"
NOSTRAND AV,11,450262,"393871	"
NOSTRAND AV,12,354306,"315158	"
OCEAN PKWY,1,81125,"41100	"
OCEAN PKWY,2,79260,"37920	"
OCEAN PKWY,3,82651,"40587	"
OCEAN PKWY,4,87730,"44623	"
OCEAN PKWY,5,96938,"48969	"
OCEAN PKWY,6,93612,"49670	"
OCEAN PKWY,7,96307,"56402	"
OCEAN PKWY,8,89901,"53421	"
OCEAN PKWY,9,95104,"48405	"
OCEAN PKWY,10,93427,"43945	"
OCEAN PKWY,11,80765,"38710	"
OCEAN PKWY,12,62894,"24661	"
ORCHARD BEACH,5,42,"74	"
ORCHARD BEACH,6,2705,"554	"
ORCHARD BEACH,7,4637,"828	"
ORCHARD BEACH,8,1436,"349	"
ORCHARD BEACH,9,89,"25	"
OZONE PK LEFFRT,1,190890,"150419	"
OZONE PK LEFFRT,2,188854,"149370	"
OZONE PK LEFFRT,3,193314,"151889	"
OZONE PK LEFFRT,4,196664,"152566	"
OZONE PK LEFFRT,5,201524,"158980	"
OZONE PK LEFFRT,6,190502,"152231	"
OZONE PK LEFFRT,7,189063,"150974	"
OZONE PK LEFFRT,8,193396,"157840	"
OZONE PK LEFFRT,9,191492,"151220	"
OZONE PK LEFFRT,10,206727,"160992	"
OZONE PK LEFFRT,11,187129,"150194	"
OZONE PK LEFFRT,12,142086,"110195	"
PARK PLACE,1,63088,"55590	"
PARK PLACE,2,62835,"55892	"
PARK PLACE,3,64572,"56668	"
PARK PLACE,4,70861,"60774	"
PARK PLACE,5,68893,"59968	"
PARK PLACE,6,63714,"55607	"
PARK PLACE,7,66496,"57911	"
PARK PLACE,8,60467,"52779	"
PARK PLACE,9,66359,"58501	"
PARK PLACE,10,70525,"61381	"
PARK PLACE,11,57275,"52487	"
PARK PLACE,12,45315,"41903	"
PARKCHESTER,1,379446,"408682	"
PARKCHESTER,2,273683,"291167	"
PARKCHESTER,3,398431,"418807	"
PARKCHESTER,4,403996,"434166	"
PARKCHESTER,5,418159,"442302	"
PARKCHESTER,6,279250,"304391	"
PARKCHESTER,7,373904,"410140	"
PARKCHESTER,8,259768,"280402	"
PARKCHESTER,9,392170,"411033	"
PARKCHESTER,10,444534,"479627	"
PARKCHESTER,11,393417,"423523	"
PARKCHESTER,12,338874,"372180	"
PARKSIDE AV,1,167847,"118026	"
PARKSIDE AV,2,150515,"102919	"
PARKSIDE AV,3,167051,"120030	"
PARKSIDE AV,4,162845,"127592	"
PARKSIDE AV,5,161247,"131150	"
PARKSIDE AV,6,152303,"128849	"
PARKSIDE AV,7,185422,"126151	"
PARKSIDE AV,8,179279,"128313	"
PARKSIDE AV,9,183653,"128473	"
PARKSIDE AV,10,171095,"122116	"
PARKSIDE AV,11,134352,"89347	"
PARKSIDE AV,12,135515,"94306	"
PARSONS BLVD,1,180997,"189398	"
PARSONS BLVD,2,172128,"181707	"
PARSONS BLVD,3,174070,"180541	"
PARSONS BLVD,4,174948,"184302	"
PARSONS BLVD,5,185214,"193554	"
PARSONS BLVD,6,176915,"191595	"
PARSONS BLVD,7,170353,"182817	"
PARSONS BLVD,8,157746,"168288	"
PARSONS BLVD,9,164621,"166161	"
PARSONS BLVD,10,188625,"191566	"
PARSONS BLVD,11,183854,"186931	"
PARSONS BLVD,12,143012,"139775	"
PATH NEW WTC,1,8044,"9290	"
PATH NEW WTC,3,55941,"40759	"
PATH NEW WTC,4,70921,"52789	"
PATH NEW WTC,5,135281,"138060	"
PATH NEW WTC,6,566817,"549910	"
PATH NEW WTC,7,412608,"410100	"
PATH NEW WTC,8,49949,"43586	"
PATH NEW WTC,9,76169,"19448	"
PATH NEW WTC,11,59437,"73950	"
PATH WTC 2,1,91189,"431254	"
PATH WTC 2,2,82275,"404914	"
PATH WTC 2,3,66761,"261891	"
PATH WTC 2,4,151470,"286115	"
PATH WTC 2,5,222323,"326447	"
PATH WTC 2,6,83497,"290852	"
PATH WTC 2,7,121376,"297635	"
PATH WTC 2,8,28459,"123042	"
PATH WTC 2,9,46619,"201869	"
PATH WTC 2,10,92105,"403748	"
PATH WTC 2,11,137947,"236169	"
PATH WTC 2,12,81846,"139669	"
PAVONIA/NEWPORT,1,129846,"137564	"
PAVONIA/NEWPORT,2,59014,"62495	"
PAVONIA/NEWPORT,3,115364,"122390	"
PAVONIA/NEWPORT,4,75444,"83916	"
PAVONIA/NEWPORT,5,74364,"79492	"
PAVONIA/NEWPORT,6,233217,"247740	"
PAVONIA/NEWPORT,7,241274,"201526	"
PAVONIA/NEWPORT,8,46128,"46237	"
PAVONIA/NEWPORT,9,253587,"204875	"
PAVONIA/NEWPORT,10,93943,"124392	"
PAVONIA/NEWPORT,11,90909,"92317	"
PAVONIA/NEWPORT,12,194018,"136368	"
PELHAM BAY PARK,1,160897,"92248	"
PELHAM BAY PARK,2,169384,"94246	"
PELHAM BAY PARK,3,162422,"91515	"
PELHAM BAY PARK,4,173643,"96895	"
PELHAM BAY PARK,5,193631,"107615	"
PELHAM BAY PARK,6,188105,"108060	"
PELHAM BAY PARK,7,190535,"109262	"
PELHAM BAY PARK,8,188448,"112292	"
PELHAM BAY PARK,9,190447,"105851	"
PELHAM BAY PARK,10,197005,"105198	"
PELHAM BAY PARK,11,183427,"107674	"
PELHAM BAY PARK,12,158587,"90747	"
PELHAM PKWY,1,171133,"74260	"
PELHAM PKWY,2,167685,"71791	"
PELHAM PKWY,3,177943,"79055	"
PELHAM PKWY,4,187247,"82011	"
PELHAM PKWY,5,193032,"92081	"
PELHAM PKWY,6,164090,"75864	"
PELHAM PKWY,7,166809,"83530	"
PELHAM PKWY,8,165939,"83821	"
PELHAM PKWY,9,181109,"91976	"
PELHAM PKWY,10,202390,"99686	"
PELHAM PKWY,11,186511,"92703	"
PELHAM PKWY,12,159033,"78849	"
PENNSYLVANIA AV,1,115844,"59775	"
PENNSYLVANIA AV,2,115499,"59093	"
PENNSYLVANIA AV,3,117812,"60834	"
PENNSYLVANIA AV,4,121205,"61928	"
PENNSYLVANIA AV,5,124341,"65338	"
PENNSYLVANIA AV,6,106740,"56994	"
PENNSYLVANIA AV,7,112590,"58779	"
PENNSYLVANIA AV,8,111867,"58817	"
PENNSYLVANIA AV,9,117181,"64436	"
PENNSYLVANIA AV,10,129700,"71251	"
PENNSYLVANIA AV,11,110729,"60626	"
PENNSYLVANIA AV,12,95057,"52746	"
PRESIDENT ST,1,92245,"106027	"
PRESIDENT ST,2,101611,"112659	"
PRESIDENT ST,3,103935,"116875	"
PRESIDENT ST,4,101174,"117657	"
PRESIDENT ST,5,98580,"89796	"
PRESIDENT ST,6,68021,"32584	"
PRESIDENT ST,7,35742,"49049	"
PRESIDENT ST,8,53483,"83255	"
PRESIDENT ST,9,109793,"132156	"
PRESIDENT ST,10,101698,"153210	"
PRESIDENT ST,11,96752,"112927	"
PRESIDENT ST,12,74695,"86595	"
PRINCE ST,1,341021,"336901	"
PRINCE ST,2,364609,"344654	"
PRINCE ST,3,314908,"326833	"
PRINCE ST,4,380506,"356098	"
PRINCE ST,5,385794,"368915	"
PRINCE ST,6,365970,"353909	"
PRINCE ST,7,303806,"295714	"
PRINCE ST,8,307406,"292608	"
PRINCE ST,9,340511,"319822	"
PRINCE ST,10,361300,"369764	"
PRINCE ST,11,375909,"378424	"
PRINCE ST,12,325966,"324150	"
PROSPECT AV,1,211934,"105006	"
PROSPECT AV,2,221019,"82025	"
PROSPECT AV,3,203481,"76050	"
PROSPECT AV,4,218803,"90953	"
PROSPECT AV,5,239592,"116834	"
PROSPECT AV,6,220169,"82804	"
PROSPECT AV,7,185935,"78554	"
PROSPECT AV,8,206368,"92788	"
PROSPECT AV,9,213192,"92117	"
PROSPECT AV,10,207583,"87890	"
PROSPECT AV,11,185199,"98366	"
PROSPECT AV,12,112796,"67586	"
PROSPECT PARK,1,254263,"164482	"
PROSPECT PARK,2,241154,"138984	"
PROSPECT PARK,3,262701,"169046	"
PROSPECT PARK,4,305022,"187781	"
PROSPECT PARK,5,320475,"196013	"
PROSPECT PARK,6,288882,"176691	"
PROSPECT PARK,7,293861,"186744	"
PROSPECT PARK,8,292910,"184141	"
PROSPECT PARK,9,305970,"188156	"
PROSPECT PARK,10,301977,"186007	"
PROSPECT PARK,11,243305,"148859	"
PROSPECT PARK,12,213667,"136363	"
QUEENS PLAZA,1,361107,"311841	"
QUEENS PLAZA,2,329148,"296240	"
QUEENS PLAZA,3,331206,"294284	"
QUEENS PLAZA,4,340609,"306178	"
QUEENS PLAZA,5,400165,"369374	"
QUEENS PLAZA,6,358210,"325653	"
QUEENS PLAZA,7,330836,"304068	"
QUEENS PLAZA,8,347868,"332749	"
QUEENS PLAZA,9,389704,"356061	"
QUEENS PLAZA,10,390882,"345291	"
QUEENS PLAZA,11,372720,"330187	"
QUEENS PLAZA,12,278390,"250823	"
QUEENSBORO PLZ,1,392775,"126373	"
QUEENSBORO PLZ,2,270883,"80537	"
QUEENSBORO PLZ,3,420951,"125628	"
QUEENSBORO PLZ,4,442510,"129326	"
QUEENSBORO PLZ,5,413617,"128176	"
QUEENSBORO PLZ,6,311430,"95921	"
QUEENSBORO PLZ,7,445135,"133509	"
QUEENSBORO PLZ,8,305011,"98344	"
QUEENSBORO PLZ,9,430245,"129803	"
QUEENSBORO PLZ,10,496218,"150220	"
QUEENSBORO PLZ,11,405893,"126390	"
QUEENSBORO PLZ,12,333862,"108553	"
RALPH AV,1,152153,"79209	"
RALPH AV,2,143552,"73167	"
RALPH AV,3,154474,"77416	"
RALPH AV,4,158252,"79151	"
RALPH AV,5,164930,"84231	"
RALPH AV,6,150534,"76757	"
RALPH AV,7,150966,"81839	"
RALPH AV,8,150732,"81252	"
RALPH AV,9,157616,"84353	"
RALPH AV,10,169757,"89088	"
RALPH AV,11,154951,"83027	"
RALPH AV,12,127756,"69168	"
RECTOR ST,1,181514,"159922	"
RECTOR ST,2,184080,"162271	"
RECTOR ST,3,170902,"153227	"
RECTOR ST,4,196074,"168824	"
RECTOR ST,5,193027,"178725	"
RECTOR ST,6,192750,"177869	"
RECTOR ST,7,197651,"187312	"
RECTOR ST,8,166504,"156947	"
RECTOR ST,9,172992,"170590	"
RECTOR ST,10,188851,"204564	"
RECTOR ST,11,159502,"123597	"
RECTOR ST,12,121893,"99921	"
RIT-MANHATTAN,1,79136,"1090	"
RIT-MANHATTAN,2,72427,"1301	"
RIT-MANHATTAN,3,80097,"1282	"
RIT-MANHATTAN,4,120259,"1832	"
RIT-MANHATTAN,5,109798,"1364	"
RIT-MANHATTAN,6,108965,"1596	"
RIT-MANHATTAN,7,111705,"2056	"
RIT-MANHATTAN,8,123749,"2322	"
RIT-MANHATTAN,9,109474,"1689	"
RIT-MANHATTAN,10,111765,"1501	"
RIT-MANHATTAN,11,89120,"1228	"
RIT-MANHATTAN,12,68060,"1023	"
RIT-ROOSEVELT,1,91697,"1719	"
RIT-ROOSEVELT,2,63598,"1776	"
RIT-ROOSEVELT,3,43374,"1073	"
RIT-ROOSEVELT,4,108686,"2648	"
RIT-ROOSEVELT,5,95643,"2074	"
RIT-ROOSEVELT,6,102364,"2336	"
RIT-ROOSEVELT,7,104655,"2649	"
RIT-ROOSEVELT,8,92629,"1928	"
RIT-ROOSEVELT,9,117711,"2141	"
RIT-ROOSEVELT,10,99825,"1896	"
RIT-ROOSEVELT,11,86666,"1858	"
RIT-ROOSEVELT,12,66414,"1528	"
ROCKAWAY AV,1,188183,"152510	"
ROCKAWAY AV,2,183599,"148276	"
ROCKAWAY AV,3,187123,"153752	"
ROCKAWAY AV,4,195917,"162093	"
ROCKAWAY AV,5,162717,"138898	"
ROCKAWAY AV,6,178224,"147893	"
ROCKAWAY AV,7,181444,"155924	"
ROCKAWAY AV,8,171353,"146983	"
ROCKAWAY AV,9,181948,"150533	"
ROCKAWAY AV,10,199939,"166448	"
ROCKAWAY AV,11,174763,"145599	"
ROCKAWAY AV,12,145420,"123132	"
ROCKAWAY BLVD,1,172524,"56216	"
ROCKAWAY BLVD,2,188808,"58491	"
ROCKAWAY BLVD,3,190836,"58056	"
ROCKAWAY BLVD,4,193651,"58316	"
ROCKAWAY BLVD,5,218840,"61747	"
ROCKAWAY BLVD,6,167210,"50444	"
ROCKAWAY BLVD,7,154771,"49841	"
ROCKAWAY BLVD,8,171966,"54710	"
ROCKAWAY BLVD,9,201215,"58090	"
ROCKAWAY BLVD,10,215260,"63240	"
ROCKAWAY BLVD,11,193395,"58224	"
ROCKAWAY BLVD,12,151543,"46294	"
ROCKAWAY PARK B,1,15235,"21208	"
ROCKAWAY PARK B,2,15318,"18141	"
ROCKAWAY PARK B,3,16546,"19256	"
ROCKAWAY PARK B,4,17563,"19906	"
ROCKAWAY PARK B,5,20373,"26531	"
ROCKAWAY PARK B,6,24579,"25889	"
ROCKAWAY PARK B,7,33540,"33439	"
ROCKAWAY PARK B,8,27870,"30000	"
ROCKAWAY PARK B,9,19958,"23235	"
ROCKAWAY PARK B,10,18981,"22233	"
ROCKAWAY PARK B,11,16541,"19889	"
ROCKAWAY PARK B,12,12146,"14690	"
ROOSEVELT ISLND,1,142838,"143463	"
ROOSEVELT ISLND,2,181201,"164180	"
ROOSEVELT ISLND,3,198925,"174509	"
ROOSEVELT ISLND,4,215745,"206653	"
ROOSEVELT ISLND,5,219152,"199463	"
ROOSEVELT ISLND,6,213056,"196354	"
ROOSEVELT ISLND,7,205947,"190905	"
ROOSEVELT ISLND,8,190108,"187124	"
ROOSEVELT ISLND,9,198853,"195114	"
ROOSEVELT ISLND,10,221801,"206091	"
ROOSEVELT ISLND,11,199441,"183242	"
ROOSEVELT ISLND,12,163384,"148910	"
SARATOGA AV,1,133479,"138042	"
SARATOGA AV,2,131034,"135148	"
SARATOGA AV,3,133285,"138270	"
SARATOGA AV,4,139113,"142948	"
SARATOGA AV,5,140552,"146446	"
SARATOGA AV,6,123208,"132079	"
SARATOGA AV,7,130600,"142307	"
SARATOGA AV,8,130102,"141365	"
SARATOGA AV,9,133778,"141779	"
SARATOGA AV,10,145220,"154509	"
SARATOGA AV,11,127311,"136258	"
SARATOGA AV,12,108914,"116361	"
SENECA AVE,1,57447,"53560	"
SENECA AVE,2,86608,"86994	"
SENECA AVE,3,83884,"81155	"
SENECA AVE,4,73578,"70442	"
SENECA AVE,5,95349,"95483	"
SENECA AVE,6,93519,"92792	"
SENECA AVE,7,94979,"95041	"
SENECA AVE,8,97959,"97904	"
SENECA AVE,9,103566,"104243	"
SENECA AVE,10,107658,"109957	"
SENECA AVE,11,98406,"101744	"
SENECA AVE,12,80445,"83873	"
SHEEPSHEAD BAY,1,342693,"308259	"
SHEEPSHEAD BAY,2,310647,"274051	"
SHEEPSHEAD BAY,3,332941,"300005	"
SHEEPSHEAD BAY,4,347392,"313813	"
SHEEPSHEAD BAY,5,379470,"347056	"
SHEEPSHEAD BAY,6,347114,"319451	"
SHEEPSHEAD BAY,7,352590,"325197	"
SHEEPSHEAD BAY,8,345016,"322144	"
SHEEPSHEAD BAY,9,326443,"300739	"
SHEEPSHEAD BAY,10,385058,"347528	"
SHEEPSHEAD BAY,11,332986,"297217	"
SHEEPSHEAD BAY,12,292657,"263620	"
SHEPHERD AV,1,71808,"38513	"
SHEPHERD AV,2,56165,"29832	"
SHEPHERD AV,3,78777,"40025	"
SHEPHERD AV,4,75160,"38650	"
SHEPHERD AV,5,91931,"48419	"
SHEPHERD AV,6,81542,"42590	"
SHEPHERD AV,7,80191,"45636	"
SHEPHERD AV,8,79875,"45774	"
SHEPHERD AV,9,84936,"48998	"
SHEPHERD AV,10,91565,"51807	"
SHEPHERD AV,11,82512,"47162	"
SHEPHERD AV,12,68915,"39913	"
SIMPSON ST,1,197940,"73080	"
SIMPSON ST,2,91780,"70328	"
SIMPSON ST,3,90920,"74305	"
SIMPSON ST,4,92923,"78197	"
SIMPSON ST,5,106916,"78273	"
SIMPSON ST,6,103469,"77646	"
SIMPSON ST,7,148298,"68000	"
SIMPSON ST,8,198306,"65446	"
SIMPSON ST,9,228939,"76308	"
SIMPSON ST,10,246249,"78841	"
SIMPSON ST,11,220363,"69061	"
SIMPSON ST,12,164131,"53804	"
SMITH-9 ST,1,118286,"144135	"
SMITH-9 ST,2,115010,"141300	"
SMITH-9 ST,3,118932,"145835	"
SMITH-9 ST,4,121516,"147686	"
SMITH-9 ST,5,130196,"160548	"
SMITH-9 ST,6,122970,"156241	"
SMITH-9 ST,7,118976,"149982	"
SMITH-9 ST,8,117863,"147192	"
SMITH-9 ST,9,124165,"151700	"
SMITH-9 ST,10,130659,"161381	"
SMITH-9 ST,11,119042,"148317	"
SMITH-9 ST,12,99707,"124205	"
SOUTH FERRY,1,360178,"235106	"
SOUTH FERRY,2,329393,"237822	"
SOUTH FERRY,3,391301,"278427	"
SOUTH FERRY,4,398243,"307758	"
SOUTH FERRY,5,450381,"335796	"
SOUTH FERRY,6,318015,"239331	"
SOUTH FERRY,7,404623,"320652	"
SOUTH FERRY,8,299974,"236180	"
SOUTH FERRY,9,316392,"232125	"
SOUTH FERRY,10,444444,"330991	"
SOUTH FERRY,11,291602,"218541	"
SOUTH FERRY,12,271229,"200502	"
SPRING ST,1,364447,"301161	"
SPRING ST,2,262837,"224472	"
SPRING ST,3,423002,"342075	"
SPRING ST,4,417059,"337897	"
SPRING ST,5,460590,"373015	"
SPRING ST,6,283506,"242579	"
SPRING ST,7,428485,"350136	"
SPRING ST,8,310653,"262966	"
SPRING ST,9,422228,"368617	"
SPRING ST,10,403752,"336853	"
SPRING ST,11,391230,"329743	"
SPRING ST,12,351735,"296470	"
ST LAWRENCE AV,1,105452,"100020	"
ST LAWRENCE AV,2,101953,"96642	"
ST LAWRENCE AV,3,104894,"101061	"
ST LAWRENCE AV,4,109174,"104571	"
ST LAWRENCE AV,5,109238,"105156	"
ST LAWRENCE AV,6,103537,"103739	"
ST LAWRENCE AV,7,104342,"104883	"
ST LAWRENCE AV,8,105612,"106530	"
ST LAWRENCE AV,9,108038,"103589	"
ST LAWRENCE AV,10,116927,"111633	"
ST LAWRENCE AV,11,110356,"106713	"
ST LAWRENCE AV,12,94215,"88907	"
ST. GEORGE,1,76711,"7	"
ST. GEORGE,2,131721,"72	"
ST. GEORGE,3,127423,"124	"
ST. GEORGE,4,130544,"52	"
ST. GEORGE,5,206079,"91	"
ST. GEORGE,6,230241,"141	"
ST. GEORGE,7,158682,"322	"
ST. GEORGE,8,93651,"72	"
ST. GEORGE,9,44043,"10	"
ST. GEORGE,10,84423,"6	"
ST. GEORGE,11,157047,"170	"
ST. GEORGE,12,85714,"174	"
STEINWAY ST,1,415785,"305044	"
STEINWAY ST,2,267891,"200488	"
STEINWAY ST,3,416383,"322058	"
STEINWAY ST,4,434469,"333489	"
STEINWAY ST,5,385845,"287113	"
STEINWAY ST,6,278764,"215305	"
STEINWAY ST,7,403185,"307850	"
STEINWAY ST,8,355006,"303345	"
STEINWAY ST,9,376097,"290129	"
STEINWAY ST,10,404605,"308865	"
STEINWAY ST,11,367398,"278394	"
STEINWAY ST,12,316789,"246676	"
STERLING ST,1,135421,"88690	"
STERLING ST,2,144466,"105498	"
STERLING ST,3,150969,"110708	"
STERLING ST,4,155099,"116291	"
STERLING ST,5,166241,"131688	"
STERLING ST,6,152335,"126235	"
STERLING ST,7,180879,"95987	"
STERLING ST,8,117966,"90477	"
STERLING ST,9,72306,"46189	"
STERLING ST,10,118659,"32947	"
STERLING ST,11,142103,"91630	"
STERLING ST,12,122811,"78789	"
SUTPHIN BLVD,1,118794,"79444	"
SUTPHIN BLVD,2,107980,"70525	"
SUTPHIN BLVD,3,111624,"71281	"
SUTPHIN BLVD,4,114262,"74677	"
SUTPHIN BLVD,5,119823,"77858	"
SUTPHIN BLVD,6,118261,"89786	"
SUTPHIN BLVD,7,114801,"86263	"
SUTPHIN BLVD,8,105783,"78829	"
SUTPHIN BLVD,9,110950,"85021	"
SUTPHIN BLVD,10,119441,"90269	"
SUTPHIN BLVD,11,118237,"96317	"
SUTPHIN BLVD,12,97424,"71809	"
SUTPHIN-ARCHER,1,420826,"351756	"
SUTPHIN-ARCHER,2,395881,"336313	"
SUTPHIN-ARCHER,3,590724,"498635	"
SUTPHIN-ARCHER,4,629976,"535638	"
SUTPHIN-ARCHER,5,672963,"573090	"
SUTPHIN-ARCHER,6,427254,"369361	"
SUTPHIN-ARCHER,7,633714,"554837	"
SUTPHIN-ARCHER,8,448408,"397000	"
SUTPHIN-ARCHER,9,634378,"552317	"
SUTPHIN-ARCHER,10,615276,"538034	"
SUTPHIN-ARCHER,11,587916,"498320	"
SUTPHIN-ARCHER,12,538360,"472386	"
SUTTER AV,1,99419,"80500	"
SUTTER AV,2,89813,"66037	"
