Station,Month,Entries Month,Exits Month
40 ST LOWERY ST,3,249514,"228549	"
40 ST LOWERY ST,4,266227,"247982	"
40 ST LOWERY ST,5,280057,"255522	"
40 ST LOWERY ST,6,253698,"236491	"
40 ST LOWERY ST,7,241789,"225541	"
40 ST LOWERY ST,8,243699,"231075	"
40 ST LOWERY ST,9,271074,"250567	"
40 ST LOWERY ST,10,288429,"267605	"
40 ST LOWERY ST,11,259757,"241151	"
40 ST LOWERY ST,12,221834,"208553	"
42 ST-BRYANT PK,1,942455,"899740	"
42 ST-BRYANT PK,2,689275,"668063	"
42 ST-BRYANT PK,3,1000784,"972407	"
42 ST-BRYANT PK,4,984407,"955713	"
42 ST-BRYANT PK,5,940661,"900207	"
42 ST-BRYANT PK,6,801542,"776307	"
42 ST-BRYANT PK,7,1099207,"1088211	"
42 ST-BRYANT PK,8,835243,"833983	"
42 ST-BRYANT PK,9,1103616,"1089997	"
42 ST-BRYANT PK,10,1148418,"1131966	"
42 ST-BRYANT PK,11,1114072,"1118291	"
42 ST-BRYANT PK,12,824645,"791700	"
42 ST-PORT AUTH,1,1480078,"1514180	"
42 ST-PORT AUTH,2,910639,"983616	"
42 ST-PORT AUTH,3,1192732,"1279704	"
42 ST-PORT AUTH,4,1531830,"1696948	"
42 ST-PORT AUTH,5,1484969,"1645963	"
42 ST-PORT AUTH,6,974434,"1073963	"
42 ST-PORT AUTH,7,1452482,"1667765	"
42 ST-PORT AUTH,8,1111065,"1297926	"
42 ST-PORT AUTH,9,1353303,"1540307	"
42 ST-PORT AUTH,10,1681679,"1768852	"
42 ST-PORT AUTH,11,1186486,"1263398	"
42 ST-PORT AUTH,12,1244775,"1301373	"
45 ST,1,201538,"120795	"
45 ST,2,197141,"121911	"
45 ST,3,206681,"122126	"
45 ST,4,210056,"123261	"
45 ST,5,224751,"130441	"
45 ST,6,210746,"126948	"
45 ST,7,204611,"126826	"
45 ST,8,193342,"112860	"
45 ST,9,207201,"122532	"
45 ST,10,222157,"130655	"
45 ST,11,202510,"109412	"
45 ST,12,164312,"92071	"
46 ST BLISS ST,1,306690,"240944	"
46 ST BLISS ST,2,294015,"231041	"
46 ST BLISS ST,3,313861,"246790	"
46 ST BLISS ST,4,342807,"269796	"
46 ST BLISS ST,5,358267,"285230	"
46 ST BLISS ST,6,309370,"248849	"
46 ST BLISS ST,7,329935,"265441	"
46 ST BLISS ST,8,334452,"272185	"
46 ST BLISS ST,9,350829,"281644	"
46 ST BLISS ST,10,369031,"291250	"
46 ST BLISS ST,11,337410,"269402	"
46 ST BLISS ST,12,286473,"228692	"
46 ST,1,210973,"174869	"
46 ST,2,118223,"96473	"
46 ST,3,223650,"185744	"
46 ST,4,212336,"175012	"
46 ST,5,202675,"164742	"
46 ST,6,134238,"110855	"
46 ST,7,200753,"172827	"
46 ST,8,189686,"160473	"
46 ST,9,204417,"173792	"
46 ST,10,241568,"206487	"
46 ST,11,213776,"181760	"
46 ST,12,184030,"156900	"
47-50 STS ROCK,1,1354621,"1389151	"
47-50 STS ROCK,2,977758,"1012410	"
47-50 STS ROCK,3,1439074,"1487217	"
47-50 STS ROCK,4,1510891,"1585104	"
47-50 STS ROCK,5,1536531,"1572706	"
47-50 STS ROCK,6,927297,"963501	"
47-50 STS ROCK,7,1520643,"1580830	"
47-50 STS ROCK,8,1100091,"1140914	"
47-50 STS ROCK,9,1473143,"1508343	"
47-50 STS ROCK,10,1637084,"1679904	"
47-50 STS ROCK,11,1246145,"1279048	"
47-50 STS ROCK,12,1629350,"1625317	"
49 ST,1,620039,"531771	"
49 ST,2,407941,"356653	"
49 ST,3,583304,"503257	"
49 ST,4,659241,"515882	"
49 ST,5,634232,"496428	"
49 ST,6,454077,"349940	"
49 ST,7,647349,"506630	"
49 ST,8,467125,"381849	"
49 ST,9,557378,"451966	"
49 ST,10,616217,"506693	"
49 ST,11,599421,"484039	"
49 ST,12,590783,"459827	"
4AV-9 ST,1,236872,"164116	"
4AV-9 ST,2,229226,"157082	"
4AV-9 ST,3,239259,"166060	"
4AV-9 ST,4,241482,"160051	"
4AV-9 ST,5,253357,"169462	"
4AV-9 ST,6,239136,"165763	"
4AV-9 ST,7,204507,"148238	"
4AV-9 ST,8,210744,"152605	"
4AV-9 ST,9,237061,"167620	"
4AV-9 ST,10,258491,"181048	"
4AV-9 ST,11,234666,"167488	"
4AV-9 ST,12,199845,"139881	"
5 AV/53 ST,1,599829,"654145	"
5 AV/53 ST,2,430152,"469462	"
5 AV/53 ST,3,598379,"669632	"
5 AV/53 ST,4,659425,"723875	"
5 AV/53 ST,5,680095,"742045	"
5 AV/53 ST,6,443370,"499602	"
5 AV/53 ST,7,608657,"673914	"
5 AV/53 ST,8,387118,"434743	"
5 AV/53 ST,9,596056,"662973	"
5 AV/53 ST,10,692128,"767620	"
5 AV/53 ST,11,577348,"636176	"
5 AV/53 ST,12,627506,"697423	"
5 AV/59 ST,1,347223,"260678	"
5 AV/59 ST,2,362338,"259144	"
5 AV/59 ST,3,350964,"253348	"
5 AV/59 ST,4,438442,"317160	"
5 AV/59 ST,5,448484,"327164	"
5 AV/59 ST,6,289461,"210541	"
5 AV/59 ST,7,425129,"310200	"
5 AV/59 ST,8,291051,"214722	"
5 AV/59 ST,9,406805,"291396	"
5 AV/59 ST,10,416048,"317335	"
5 AV/59 ST,11,417981,"322915	"
5 AV/59 ST,12,386113,"294987	"
5 AVE,1,281802,"245538	"
5 AVE,2,265468,"227979	"
5 AVE,3,308620,"277061	"
5 AVE,4,340044,"294933	"
5 AVE,5,351040,"295793	"
5 AVE,6,329449,"281197	"
5 AVE,7,351289,"289713	"
5 AVE,8,346555,"282165	"
5 AVE,9,317263,"261085	"
5 AVE,10,361392,"302346	"
5 AVE,11,352051,"295958	"
5 AVE,12,300414,"259486	"
50 ST,1,571997,"581082	"
50 ST,2,439446,"442024	"
50 ST,3,601951,"593393	"
50 ST,4,674680,"642747	"
50 ST,5,466526,"436676	"
50 ST,6,431571,"404406	"
50 ST,7,603894,"560946	"
50 ST,8,391921,"349909	"
50 ST,9,647722,"606881	"
50 ST,10,724150,"675491	"
50 ST,11,659511,"611121	"
50 ST,12,535027,"501551	"
51 ST,1,511105,"556596	"
51 ST,2,348701,"376055	"
51 ST,3,447701,"491472	"
51 ST,4,512027,"560652	"
51 ST,5,323050,"352049	"
51 ST,6,379966,"420447	"
51 ST,7,497912,"566104	"
51 ST,8,382222,"432511	"
51 ST,9,502601,"551662	"
51 ST,10,575992,"626238	"
51 ST,11,519948,"565397	"
51 ST,12,490141,"534491	"
52 ST,1,97115,"96283	"
52 ST,2,138635,"133223	"
52 ST,3,147510,"145343	"
52 ST,4,160517,"160511	"
52 ST,5,174203,"167718	"
52 ST,6,150912,"144982	"
52 ST,7,140357,"138485	"
52 ST,8,160863,"156888	"
52 ST,9,173423,"170233	"
52 ST,10,183775,"173796	"
52 ST,11,164526,"153185	"
52 ST,12,138261,"130395	"
53 ST,1,216443,"232609	"
53 ST,2,226614,"243315	"
53 ST,3,237970,"256611	"
53 ST,4,245196,"261413	"
53 ST,5,259086,"274344	"
53 ST,6,243159,"260986	"
53 ST,7,238704,"251961	"
53 ST,8,217137,"215349	"
53 ST,9,229043,"227821	"
53 ST,10,244757,"249685	"
53 ST,11,222866,"217912	"
53 ST,12,186758,"190988	"
55 ST,1,57742,"24824	"
55 ST,2,55511,"24326	"
55 ST,3,57623,"24964	"
55 ST,4,57699,"26616	"
55 ST,5,62690,"27702	"
55 ST,6,51171,"24773	"
55 ST,7,49304,"24477	"
55 ST,8,47442,"24048	"
55 ST,9,53057,"24863	"
55 ST,10,49540,"23808	"
55 ST,11,53254,"24341	"
55 ST,12,46273,"21310	"
57 ST,1,266887,"271501	"
57 ST,2,307574,"308947	"
57 ST,3,347356,"341902	"
57 ST,4,330525,"347649	"
57 ST,5,401970,"397054	"
57 ST,6,289570,"288753	"
57 ST,7,394620,"391308	"
57 ST,8,260174,"260960	"
57 ST,9,384011,"375798	"
57 ST,10,483106,"479557	"
57 ST,11,435044,"445582	"
57 ST,12,376286,"370632	"
57 ST-7 AV,1,878450,"457850	"
57 ST-7 AV,2,632898,"474447	"
57 ST-7 AV,3,926869,"702847	"
57 ST-7 AV,4,982866,"736226	"
57 ST-7 AV,5,970299,"741417	"
57 ST-7 AV,6,612163,"469650	"
57 ST-7 AV,7,873834,"668159	"
57 ST-7 AV,8,581279,"418832	"
57 ST-7 AV,9,889148,"583691	"
57 ST-7 AV,10,858749,"575236	"
57 ST-7 AV,11,875823,"581667	"
57 ST-7 AV,12,758015,"435291	"
59 ST COLUMBUS,1,1775827,"1430295	"
59 ST COLUMBUS,2,1306194,"1056927	"
59 ST COLUMBUS,3,1924351,"1546812	"
59 ST COLUMBUS,4,2039791,"1671037	"
59 ST COLUMBUS,5,1321556,"1073236	"
59 ST COLUMBUS,6,1362563,"1138859	"
59 ST COLUMBUS,7,1685336,"1434949	"
59 ST COLUMBUS,8,1298175,"1111270	"
59 ST COLUMBUS,9,1311613,"1103460	"
59 ST COLUMBUS,10,1904355,"1563976	"
59 ST COLUMBUS,11,1603054,"1330394	"
59 ST COLUMBUS,12,1700680,"1407923	"
59 ST,1,940367,"617075	"
59 ST,2,671207,"413575	"
59 ST,3,791716,"508187	"
59 ST,4,1144541,"727656	"
59 ST,5,409032,"270230	"
59 ST,6,487067,"342680	"
59 ST,7,935452,"663137	"
59 ST,8,558500,"376899	"
59 ST,9,929848,"650586	"
59 ST,10,735715,"459140	"
59 ST,11,1037216,"681465	"
59 ST,12,774834,"540255	"
6 AV,1,11459,"63583	"
6 AV,2,11866,"48314	"
6 AV,3,10245,"55596	"
6 AV,4,6854,"56419	"
6 AV,5,6256,"49695	"
6 AV,6,9139,"48400	"
6 AV,7,5511,"43626	"
6 AV,8,4992,"46628	"
6 AV,9,5720,"46389	"
6 AV,10,9610,"57526	"
6 AV,11,7750,"49875	"
6 AV,12,6273,"38867	"
61 ST WOODSIDE,1,357041,"368326	"
61 ST WOODSIDE,2,326866,"294028	"
61 ST WOODSIDE,3,354263,"324007	"
61 ST WOODSIDE,4,368669,"335583	"
61 ST WOODSIDE,5,391249,"367085	"
61 ST WOODSIDE,6,275317,"256797	"
61 ST WOODSIDE,7,379938,"343241	"
61 ST WOODSIDE,8,371626,"337847	"
61 ST WOODSIDE,9,382446,"348585	"
61 ST WOODSIDE,10,406236,"370266	"
61 ST WOODSIDE,11,344658,"314367	"
61 ST WOODSIDE,12,312043,"283027	"
63 DR-REGO PARK,1,361453,"132524	"
63 DR-REGO PARK,2,264944,"103059	"
63 DR-REGO PARK,3,395377,"153819	"
63 DR-REGO PARK,4,411082,"152658	"
63 DR-REGO PARK,5,424526,"157549	"
63 DR-REGO PARK,6,277931,"107522	"
63 DR-REGO PARK,7,397585,"160223	"
63 DR-REGO PARK,8,284284,"118259	"
63 DR-REGO PARK,9,400476,"156989	"
63 DR-REGO PARK,10,433049,"176254	"
63 DR-REGO PARK,11,392267,"162700	"
63 DR-REGO PARK,12,346889,"140222	"
65 ST,1,97711,"73855	"
65 ST,2,85797,"63566	"
65 ST,3,95483,"73106	"
65 ST,4,98566,"72559	"
65 ST,5,92535,"63046	"
65 ST,6,89114,"64808	"
65 ST,7,92491,"69692	"
65 ST,8,87478,"62817	"
65 ST,9,87246,"62859	"
65 ST,10,98833,"72412	"
65 ST,11,86833,"62065	"
65 ST,12,77731,"58317	"
66 ST-LINCOLN,1,536358,"508065	"
66 ST-LINCOLN,2,338205,"314578	"
66 ST-LINCOLN,3,514164,"468318	"
66 ST-LINCOLN,4,624969,"572173	"
66 ST-LINCOLN,5,487408,"452226	"
66 ST-LINCOLN,6,411911,"383868	"
66 ST-LINCOLN,7,487405,"463182	"
66 ST-LINCOLN,8,311312,"297088	"
66 ST-LINCOLN,9,509351,"500495	"
66 ST-LINCOLN,10,598066,"543270	"
66 ST-LINCOLN,11,544415,"493879	"
66 ST-LINCOLN,12,485333,"454280	"
67 AV,1,222122,"109521	"
67 AV,2,211928,"106337	"
67 AV,3,226598,"113864	"
67 AV,4,230428,"115480	"
67 AV,5,238895,"119004	"
67 AV,6,214126,"106767	"
67 AV,7,214696,"108377	"
67 AV,8,206151,"101936	"
67 AV,9,225751,"113601	"
67 AV,10,243738,"122895	"
67 AV,11,217667,"109448	"
67 AV,12,177575,"87270	"
68ST-HUNTER CO,1,444517,"392784	"
68ST-HUNTER CO,2,405418,"363316	"
68ST-HUNTER CO,3,580490,"503627	"
68ST-HUNTER CO,4,588940,"492013	"
68ST-HUNTER CO,5,591368,"492590	"
68ST-HUNTER CO,6,357192,"301523	"
68ST-HUNTER CO,7,457069,"400773	"
68ST-HUNTER CO,8,359850,"321084	"
68ST-HUNTER CO,9,635309,"534607	"
68ST-HUNTER CO,10,655417,"545903	"
68ST-HUNTER CO,11,609110,"510869	"
68ST-HUNTER CO,12,494424,"418417	"
69 ST,1,115545,"119305	"
69 ST,2,119470,"125186	"
69 ST,3,122937,"129636	"
69 ST,4,132098,"140037	"
69 ST,5,140385,"145269	"
69 ST,6,128331,"135140	"
69 ST,7,126319,"133540	"
69 ST,8,130497,"140655	"
69 ST,9,141584,"149538	"
69 ST,10,147989,"154613	"
69 ST,11,128639,"131763	"
69 ST,12,115129,"119366	"
7 AV,1,563296,"404851	"
7 AV,2,363354,"277896	"
7 AV,3,577471,"449127	"
7 AV,4,541229,"431021	"
7 AV,5,597881,"487856	"
7 AV,6,424845,"350341	"
7 AV,7,579185,"472021	"
7 AV,8,408996,"339794	"
7 AV,9,585606,"498142	"
7 AV,10,610889,"544921	"
7 AV,11,505449,"414659	"
7 AV,12,514176,"422993	"
71 ST,1,148987,"51996	"
71 ST,2,97871,"35612	"
71 ST,3,146342,"53305	"
71 ST,4,140630,"54946	"
71 ST,5,159158,"57884	"
71 ST,6,138344,"52483	"
71 ST,7,147353,"50831	"
71 ST,8,147790,"50314	"
71 ST,9,145822,"46613	"
71 ST,10,149517,"47670	"
71 ST,11,141152,"45102	"
71 ST,12,119963,"39818	"
72 ST,1,977854,"783567	"
72 ST,2,700587,"579472	"
72 ST,3,983168,"757305	"
72 ST,4,1076657,"824540	"
72 ST,5,1063571,"866994	"
72 ST,6,800770,"673450	"
72 ST,7,987154,"822633	"
72 ST,8,615286,"633218	"
72 ST,9,1007429,"996423	"
72 ST,10,1254327,"1260065	"
72 ST,11,914007,"914764	"
72 ST,12,730168,"741987	"
72 ST-2 AVE,1,778222,"686164	"
72 ST-2 AVE,2,539868,"479848	"
72 ST-2 AVE,3,786048,"693820	"
72 ST-2 AVE,4,806162,"722064	"
72 ST-2 AVE,5,848559,"748187	"
72 ST-2 AVE,6,566564,"498915	"
72 ST-2 AVE,7,771968,"681789	"
72 ST-2 AVE,8,543017,"476895	"
72 ST-2 AVE,9,798778,"708594	"
72 ST-2 AVE,10,878249,"768017	"
72 ST-2 AVE,11,801186,"689511	"
72 ST-2 AVE,12,689754,"609436	"
74 ST-BROADWAY,1,78786,"120226	"
74 ST-BROADWAY,2,77739,"115156	"
74 ST-BROADWAY,3,85419,"126628	"
74 ST-BROADWAY,4,90558,"129765	"
74 ST-BROADWAY,5,93870,"137385	"
74 ST-BROADWAY,6,92652,"136876	"
74 ST-BROADWAY,7,87550,"134555	"
74 ST-BROADWAY,8,84565,"127538	"
74 ST-BROADWAY,9,94750,"140182	"
74 ST-BROADWAY,10,97630,"145538	"
74 ST-BROADWAY,11,90017,"132946	"
74 ST-BROADWAY,12,74159,"110957	"
75 AV,1,89989,"2779	"
75 AV,2,82650,"3355	"
75 AV,3,87508,"3937	"
75 AV,4,91152,"2793	"
75 AV,5,95372,"3011	"
75 AV,6,86064,"2772	"
75 AV,7,89212,"3235	"
75 AV,8,84680,"4150	"
75 AV,9,89394,"3424	"
75 AV,10,96653,"6084	"
75 AV,11,85029,"4062	"
75 AV,12,77477,"3179	"
75 ST-ELDERTS,1,86531,"61272	"
75 ST-ELDERTS,2,72843,"50834	"
75 ST-ELDERTS,3,79308,"56557	"
75 ST-ELDERTS,4,84894,"58478	"
75 ST-ELDERTS,5,82205,"75430	"
75 ST-ELDERTS,6,85558,"80946	"
75 ST-ELDERTS,7,89931,"76118	"
75 ST-ELDERTS,8,81828,"60191	"
75 ST-ELDERTS,9,90246,"68734	"
75 ST-ELDERTS,10,100903,"77842	"
75 ST-ELDERTS,11,95141,"71591	"
75 ST-ELDERTS,12,78171,"57442	"
77 ST,1,614812,"611593	"
77 ST,2,314359,"304912	"
77 ST,3,632885,"618626	"
77 ST,4,679814,"659159	"
77 ST,5,592454,"583250	"
77 ST,6,480857,"476920	"
77 ST,7,603878,"622824	"
77 ST,8,451230,"452399	"
77 ST,9,673571,"663084	"
77 ST,10,685751,"666945	"
77 ST,11,644731,"660721	"
77 ST,12,507480,"516309	"
79 ST,1,377072,"202115	"
79 ST,2,266912,"142734	"
79 ST,3,361468,"187016	"
79 ST,4,382210,"180711	"
79 ST,5,397074,"174109	"
79 ST,6,265575,"116363	"
79 ST,7,350209,"150764	"
79 ST,8,322201,"144017	"
79 ST,9,361041,"184031	"
79 ST,10,397576,"210031	"
79 ST,11,394154,"204166	"
79 ST,12,266233,"139104	"
8 AV,1,773037,"469599	"
8 AV,2,502122,"310525	"
8 AV,3,711859,"438151	"
8 AV,4,827463,"506041	"
8 AV,5,797963,"516380	"
8 AV,6,599344,"392642	"
8 AV,7,529756,"403953	"
8 AV,8,487041,"383221	"
8 AV,9,651237,"494090	"
8 AV,10,656111,"543465	"
8 AV,11,630529,"534390	"
8 AV,12,546114,"451883	"
8 ST-NYU,1,370349,"281401	"
8 ST-NYU,2,307713,"218567	"
8 ST-NYU,3,401243,"306262	"
8 ST-NYU,4,420243,"275726	"
8 ST-NYU,5,464416,"328144	"
8 ST-NYU,6,296558,"217452	"
8 ST-NYU,7,435905,"316821	"
8 ST-NYU,8,309128,"219613	"
8 ST-NYU,9,445561,"282268	"
8 ST-NYU,10,489471,"299374	"
8 ST-NYU,11,411258,"253115	"
8 ST-NYU,12,319912,"236742	"
80 ST,1,93315,"54067	"
80 ST,2,106252,"60830	"
80 ST,3,110594,"63633	"
80 ST,4,110228,"63009	"
80 ST,5,114542,"65072	"
80 ST,6,110635,"61899	"
80 ST,7,108969,"59161	"
80 ST,8,109861,"60093	"
80 ST,9,110734,"60692	"
80 ST,10,122648,"67354	"
80 ST,11,111627,"62499	"
80 ST,12,84025,"45844	"
81 ST-MUSEUM,1,359349,"259721	"
81 ST-MUSEUM,2,234939,"217258	"
81 ST-MUSEUM,3,260339,"274939	"
81 ST-MUSEUM,4,377932,"329524	"
81 ST-MUSEUM,5,403873,"326572	"
81 ST-MUSEUM,6,293759,"238923	"
81 ST-MUSEUM,7,380896,"338407	"
81 ST-MUSEUM,8,303059,"252959	"
81 ST-MUSEUM,9,365923,"296797	"
81 ST-MUSEUM,10,357591,"290395	"
81 ST-MUSEUM,11,345890,"279131	"
81 ST-MUSEUM,12,300241,"245548	"
82 ST-JACKSON H,1,373604,"435567	"
82 ST-JACKSON H,2,268550,"320078	"
82 ST-JACKSON H,3,371967,"454353	"
82 ST-JACKSON H,4,412502,"494395	"
82 ST-JACKSON H,5,431830,"512297	"
82 ST-JACKSON H,6,303883,"359562	"
82 ST-JACKSON H,7,404579,"497592	"
82 ST-JACKSON H,8,305131,"374688	"
82 ST-JACKSON H,9,434609,"517624	"
82 ST-JACKSON H,10,453867,"532539	"
82 ST-JACKSON H,11,423682,"495099	"
82 ST-JACKSON H,12,361472,"421616	"
85 ST-FOREST PK,1,88007,"44148	"
85 ST-FOREST PK,2,75526,"38270	"
85 ST-FOREST PK,3,80985,"40698	"
85 ST-FOREST PK,4,88889,"43763	"
85 ST-FOREST PK,5,84581,"41627	"
85 ST-FOREST PK,6,90162,"44325	"
85 ST-FOREST PK,7,95009,"48754	"
85 ST-FOREST PK,8,87900,"46254	"
85 ST-FOREST PK,9,92796,"48545	"
85 ST-FOREST PK,10,103399,"53103	"
85 ST-FOREST PK,11,97273,"50464	"
85 ST-FOREST PK,12,79562,"40872	"
86 ST,1,1178069,"1030191	"
86 ST,2,564452,"476339	"
86 ST,3,669214,"555596	"
86 ST,4,1028288,"1040793	"
86 ST,5,913242,"888326	"
86 ST,6,627429,"663322	"
86 ST,7,981919,"995603	"
86 ST,8,756063,"774161	"
86 ST,9,994574,"1049193	"
86 ST,10,1187789,"1306904	"
86 ST,11,860616,"937572	"
86 ST,12,829613,"875094	"
86 ST-2 AVE,1,688318,"525895	"
86 ST-2 AVE,2,481677,"333733	"
86 ST-2 AVE,3,689162,"474262	"
86 ST-2 AVE,4,711488,"487322	"
86 ST-2 AVE,5,741331,"493411	"
86 ST-2 AVE,6,513603,"344037	"
86 ST-2 AVE,7,674145,"461370	"
86 ST-2 AVE,8,484026,"326045	"
86 ST-2 AVE,9,637159,"433350	"
86 ST-2 AVE,10,759152,"495307	"
86 ST-2 AVE,11,693168,"448865	"
86 ST-2 AVE,12,601859,"402718	"
88 ST,1,71373,"29727	"
88 ST,2,69729,"29519	"
88 ST,3,71477,"30011	"
88 ST,4,73283,"29983	"
88 ST,5,76629,"31284	"
88 ST,6,73271,"29488	"
88 ST,7,71019,"28772	"
88 ST,8,72415,"29012	"
88 ST,9,73109,"29152	"
88 ST,10,77126,"31127	"
88 ST,11,72299,"29725	"
88 ST,12,55272,"22491	"
9 AV,1,137994,"142563	"
9 AV,2,132419,"137175	"
9 AV,3,140460,"145393	"
9 AV,4,130363,"134343	"
9 AV,5,153073,"157012	"
9 AV,6,136017,"145218	"
9 AV,7,143680,"151626	"
9 AV,8,144718,"153514	"
9 AV,9,150270,"146827	"
9 AV,10,157843,"148809	"
9 AV,11,148361,"150875	"
9 AV,12,127137,"129916	"
90 ST-ELMHURST,1,423837,"194653	"
90 ST-ELMHURST,2,292765,"135925	"
90 ST-ELMHURST,3,417518,"194566	"
90 ST-ELMHURST,4,444250,"209894	"
90 ST-ELMHURST,5,464853,"219486	"
90 ST-ELMHURST,6,318885,"153249	"
90 ST-ELMHURST,7,434031,"202641	"
90 ST-ELMHURST,8,327359,"159749	"
90 ST-ELMHURST,9,454645,"219473	"
90 ST-ELMHURST,10,479092,"228109	"
90 ST-ELMHURST,11,446810,"206334	"
90 ST-ELMHURST,12,377893,"173035	"
96 ST,1,992162,"839790	"
96 ST,2,542938,"453663	"
96 ST,3,883364,"736148	"
96 ST,4,1035172,"866205	"
96 ST,5,1034912,"858693	"
96 ST,6,808167,"729863	"
96 ST,7,1079229,"1011257	"
96 ST,8,631030,"577122	"
96 ST,9,873550,"733337	"
96 ST,10,1039337,"857549	"
96 ST,11,1018468,"867704	"
96 ST,12,695558,"588687	"
96 ST-2 AVE,1,498931,"358543	"
96 ST-2 AVE,2,350575,"256956	"
96 ST-2 AVE,3,511142,"373138	"
96 ST-2 AVE,4,484790,"352207	"
96 ST-2 AVE,5,555518,"398732	"
96 ST-2 AVE,6,375741,"279590	"
96 ST-2 AVE,7,514829,"379565	"
96 ST-2 AVE,8,356658,"265377	"
96 ST-2 AVE,9,520901,"387493	"
96 ST-2 AVE,10,563520,"407660	"
96 ST-2 AVE,11,513946,"361363	"
96 ST-2 AVE,12,435024,"319054	"
9TH STREET,1,96863,"94367	"
9TH STREET,2,172510,"150213	"
9TH STREET,3,223706,"137998	"
9TH STREET,4,357531,"185097	"
9TH STREET,5,85878,"94999	"
9TH STREET,6,122315,"144121	"
9TH STREET,7,236027,"297310	"
9TH STREET,8,134377,"144333	"
9TH STREET,9,152580,"162957	"
9TH STREET,10,221335,"382396	"
9TH STREET,11,179432,"178651	"
9TH STREET,12,355871,"293698	"
ALABAMA AV,1,52783,"57002	"
ALABAMA AV,2,53233,"55842	"
ALABAMA AV,3,54957,"56896	"
ALABAMA AV,4,56554,"56726	"
ALABAMA AV,5,53146,"54515	"
ALABAMA AV,6,55318,"60423	"
ALABAMA AV,7,57647,"63326	"
ALABAMA AV,8,52653,"57332	"
ALABAMA AV,9,54989,"58454	"
ALABAMA AV,10,59601,"62956	"
ALABAMA AV,11,56333,"61330	"
ALABAMA AV,12,44952,"50250	"
ALLERTON AV,1,125757,"52366	"
ALLERTON AV,2,124504,"54308	"
ALLERTON AV,3,137244,"58461	"
ALLERTON AV,4,141279,"59088	"
ALLERTON AV,5,139947,"64783	"
ALLERTON AV,6,135108,"59639	"
ALLERTON AV,7,134606,"59349	"
ALLERTON AV,8,129046,"57988	"
ALLERTON AV,9,137068,"57340	"
ALLERTON AV,10,149406,"60163	"
ALLERTON AV,11,92860,"53558	"
ALLERTON AV,12,75607,"45897	"
AQUEDUCT N.COND,1,22315,"44957	"
AQUEDUCT N.COND,2,21273,"45177	"
AQUEDUCT N.COND,3,22618,"48137	"
AQUEDUCT N.COND,4,23456,"47486	"
AQUEDUCT N.COND,5,22229,"43210	"
AQUEDUCT N.COND,6,22891,"51477	"
AQUEDUCT N.COND,7,23133,"53222	"
AQUEDUCT N.COND,8,22971,"54204	"
AQUEDUCT N.COND,9,23552,"51456	"
AQUEDUCT N.COND,10,25267,"50898	"
AQUEDUCT N.COND,11,22729,"48177	"
AQUEDUCT N.COND,12,18086,"34846	"
AQUEDUCT RACETR,1,50053,"4576	"
AQUEDUCT RACETR,2,48176,"4452	"
AQUEDUCT RACETR,3,52079,"5043	"
AQUEDUCT RACETR,4,50114,"4698	"
AQUEDUCT RACETR,5,40779,"3994	"
AQUEDUCT RACETR,6,52045,"4726	"
AQUEDUCT RACETR,7,55862,"5702	"
AQUEDUCT RACETR,8,56586,"5541	"
AQUEDUCT RACETR,9,51283,"4904	"
AQUEDUCT RACETR,10,51244,"5523	"
AQUEDUCT RACETR,11,50111,"5065	"
AQUEDUCT RACETR,12,33398,"3808	"
ASTOR PL,1,411720,"429475	"
ASTOR PL,2,275693,"310400	"
ASTOR PL,3,452631,"460352	"
ASTOR PL,4,446738,"465635	"
ASTOR PL,5,449198,"474928	"
ASTOR PL,6,308331,"329885	"
ASTOR PL,7,429356,"458187	"
ASTOR PL,8,298378,"334602	"
ASTOR PL,9,441714,"491833	"
ASTOR PL,10,495819,"528908	"
ASTOR PL,11,437150,"473462	"
ASTOR PL,12,337468,"373089	"
ASTORIA BLVD,1,285519,"217248	"
ASTORIA BLVD,2,253894,"205233	"
ASTORIA BLVD,3,130171,"111204	"
ASTORIA BLVD,12,34736,"40619	"
ASTORIA DITMARS,1,391375,"358278	"
ASTORIA DITMARS,2,334844,"274187	"
ASTORIA DITMARS,3,395732,"338271	"
ASTORIA DITMARS,4,449673,"396321	"
ASTORIA DITMARS,5,514221,"444962	"
ASTORIA DITMARS,6,328662,"299843	"
ASTORIA DITMARS,7,414191,"375966	"
ASTORIA DITMARS,8,336171,"312990	"
ASTORIA DITMARS,9,489126,"436215	"
ASTORIA DITMARS,10,488929,"425941	"
ASTORIA DITMARS,11,477758,"422374	"
ASTORIA DITMARS,12,401838,"351269	"
ATL AV-BARCLAY,1,919635,"842371	"
ATL AV-BARCLAY,2,764541,"696170	"
ATL AV-BARCLAY,3,877316,"797950	"
ATL AV-BARCLAY,4,883933,"818852	"
ATL AV-BARCLAY,5,1232297,"1049884	"
ATL AV-BARCLAY,6,810080,"764334	"
ATL AV-BARCLAY,7,907280,"882851	"
ATL AV-BARCLAY,8,729278,"718333	"
ATL AV-BARCLAY,9,922287,"856267	"
ATL AV-BARCLAY,10,1273514,"1212414	"
ATL AV-BARCLAY,11,1150086,"1122004	"
ATL AV-BARCLAY,12,922666,"895426	"
ATLANTIC AV,1,48280,"21462	"
ATLANTIC AV,2,40155,"17411	"
ATLANTIC AV,3,39104,"17100	"
ATLANTIC AV,4,42159,"18135	"
ATLANTIC AV,5,45552,"19839	"
ATLANTIC AV,6,42003,"18621	"
